Transaction_Amount_INR,Transaction_Hour,Merchant_Category,Country,Distance_from_Home_km,Mins_Since_Last_Txn,Avg_Monthly_Txn_INR,Is_Fraud
562.0,4,Medical,India,6239.0,299.0,17188,0
4076.0,13,Grocery,India,9276.0,,1590,0
305.0,15,Grocery,Singapore,4400.0,439.0,8502,0
712.0,11,Online,India,7276.0,569.0,12748,0
340.0,11,Electronics,India,1687.0,609.0,17686,0
1776.0,3,Grocery,India,8668.0,411.0,18851,0
3099.0,17,Electronics,India,6387.0,222.0,19097,1
820.0,19,Medical,India,3385.0,575.0,13786,0
758.0,13,Restaurant,Dubai,8634.0,64.0,9288,0
1445.0,17,Online,UK,1677.0,202.0,3823,0
1405.0,22,Grocery,USA,6743.0,343.0,8818,0
418.0,1,Travel,India,3585.0,11.0,12709,0
1037.0,9,Restaurant,India,1458.0,431.0,9808,0
58.0,14,Restaurant,India,7593.0,396.0,11707,0
7221.0,23,Medical,India,6264.0,494.0,5379,0
179.0,10,Fuel,India,8286.0,607.0,7717,0
3545.0,15,Electronics,India,9642.0,690.0,15131,0
717.0,16,Online,India,7398.0,385.0,19017,0
2112.0,7,Restaurant,India,2975.0,503.0,3771,0
222.0,7,Grocery,India,4932.0,485.0,14092,1
363.0,5,Online,India,5322.0,16.0,13867,0
209.0,9,Grocery,India,5801.0,625.0,17240,0
75.0,5,Fuel,USA,282.0,215.0,7085,0
415.0,1,Online,Dubai,6359.0,303.0,19736,0
1736.0,19,Restaurant,India,2317.0,29.0,12963,0
1234.0,23,Fuel,India,8671.0,42.0,5619,0
3153.0,19,Travel,Dubai,7632.0,531.0,16522,1
1434.0,3,Travel,India,3543.0,29.0,13389,0
1348.0,4,Travel,India,2221.0,135.0,19400,0
354.0,18,Fuel,India,768.0,717.0,10739,1
1685.0,9,Travel,India,9160.0,525.0,4763,0
2235.0,12,Fuel,India,2195.0,160.0,16559,0
1097.0,9,Travel,India,3354.0,197.0,18881,0
2825.0,2,Grocery,India,2066.0,585.0,18469,1
2003.0,18,Grocery,India,2800.0,572.0,9288,0
374.0,3,Grocery,India,5552.0,120.0,14051,0
51.0,14,Medical,India,1214.0,608.0,18809,0
363.0,1,Travel,India,9177.0,183.0,1408,0
4069.0,1,Fuel,USA,9007.0,124.0,14444,0
4138.0,11,Online,India,3340.0,539.0,16530,0
1521.0,3,Grocery,India,,32.0,16706,0
3634.0,23,Fuel,Singapore,9149.0,79.0,17123,0
80.0,13,Grocery,India,8058.0,149.0,5142,0
2438.0,20,Electronics,India,3103.0,85.0,15796,0
361.0,1,Fuel,India,734.0,520.0,790,0
74.0,14,Fuel,India,2549.0,210.0,18847,0
113.0,3,Grocery,USA,,175.0,10589,0
3354.0,13,Fuel,Singapore,4905.0,,12527,0
390.0,5,Grocery,UK,3777.0,273.0,2906,0
4646.0,19,Fuel,India,,59.0,8442,0
920.0,22,Travel,India,3961.0,212.0,2390,0
289.0,8,Restaurant,India,9548.0,350.0,3518,0
1756.0,15,Fuel,USA,589.0,618.0,13163,0
58.0,22,Grocery,India,5958.0,605.0,15626,0
758.0,22,Restaurant,Other,7430.0,343.0,18782,0
2521.0,1,Grocery,India,876.0,693.0,10464,0
590.0,19,Fuel,Dubai,4510.0,436.0,15458,0
9473.0,0,Grocery,India,4684.0,490.0,4726,1
3955.0,0,Medical,India,3657.0,565.0,1220,1
1622.0,16,Fuel,India,7728.0,442.0,9911,0
1308.0,4,Medical,India,6899.0,306.0,4836,0
2638.0,10,Travel,USA,8145.0,611.0,19963,0
594.0,10,Electronics,India,2909.0,372.0,16604,0
936.0,8,Medical,India,2784.0,498.0,19463,0
6604.0,23,Online,India,1427.0,619.0,9687,0
3848.0,23,Electronics,India,6689.0,512.0,12894,0
337.0,22,Travel,India,8649.0,555.0,4047,0
1574.0,20,Fuel,India,2249.0,579.0,19115,0
1011.0,15,Restaurant,India,9849.0,212.0,17110,0
1463.0,18,Grocery,India,,598.0,12662,0
2990.0,23,Electronics,India,208.0,359.0,958,0
4513.0,8,Fuel,India,708.0,325.0,3864,0
1789.0,16,Electronics,India,8250.0,187.0,19397,0
4126.0,15,Electronics,India,6793.0,292.0,7747,0
784.0,9,Restaurant,India,,481.0,3023,0
13407.0,17,Medical,India,7523.0,224.0,6537,0
781.0,11,Travel,USA,6287.0,453.0,16946,0
4505.0,1,Medical,Singapore,907.0,569.0,17496,0
863.0,2,Medical,UK,8789.0,671.0,8768,0
4035.0,5,Online,Other,3817.0,335.0,19782,0
213.0,23,Electronics,India,4351.0,424.0,2884,0
46492.66957158563,6,Online,India,5857.0,398.0,2952,0
15403.16009147809,23,Electronics,India,7376.0,261.0,708,1
1214.0,14,Online,India,2742.0,39.0,2047,0
1124.0,13,Travel,Other,8780.0,,7738,0
2262.0,18,Fuel,India,3861.0,253.0,10841,0
1986.0,9,Electronics,India,5666.0,354.0,18752,1
1941.0,18,Fuel,India,804.0,635.0,950,0
6672.0,2,Restaurant,India,9604.0,303.0,8935,0
983.0,17,Travel,UK,4193.0,568.0,12860,0
1298.0,11,Grocery,USA,2216.0,,10388,0
480.0,4,Online,USA,124.0,167.0,11984,0
402.0,22,Restaurant,India,8774.0,285.0,15675,0
514.0,12,Online,Singapore,9126.0,656.0,549,0
5525.0,3,Medical,India,133.0,441.0,5912,0
2826.0,6,Electronics,India,2557.0,472.0,19894,0
2449.0,1,Travel,UK,6955.0,217.0,2371,0
479.0,15,Medical,Singapore,3223.0,31.0,14038,0
10.0,22,Travel,India,5791.0,416.0,4640,0
498.0,14,Electronics,India,8350.0,371.0,6041,0
532.0,18,Electronics,USA,8495.0,705.0,9393,0
1562.0,11,Medical,India,1827.0,489.0,13051,0
1309.0,14,Travel,India,2799.0,608.0,2283,0
1443.0,3,Restaurant,India,3935.0,490.0,1478,0
500.0,19,Medical,India,,488.0,12905,0
1002.0,3,Online,Other,4387.0,24.0,17760,1
1321.0,9,Online,India,3119.0,109.0,502,0
342.0,12,Restaurant,India,927.0,178.0,6538,0
865.0,7,Grocery,India,815.0,,13790,0
6076.0,11,Restaurant,Dubai,6426.0,,8737,0
1181.0,0,Grocery,India,,395.0,16696,0
117.0,22,Travel,India,6705.0,392.0,19839,0
2772.0,6,Electronics,India,7906.0,528.0,13560,0
121.0,16,Medical,USA,2308.0,18.0,4645,0
60.0,1,Fuel,India,9204.0,619.0,19208,0
1945.0,22,Medical,India,9348.0,116.0,12060,0
16.0,21,Medical,Other,8337.0,552.0,4594,0
80.0,2,Electronics,India,1417.0,148.0,2758,0
211.0,19,Online,India,6429.0,584.0,5045,0
3490.0,9,Fuel,India,3855.0,374.0,4962,0
2458.0,2,Grocery,India,1546.0,497.0,13054,0
745.0,14,Online,India,4821.0,654.0,7381,0
1093.0,18,Medical,USA,6733.0,239.0,10383,0
116.0,4,Electronics,USA,4741.0,69.0,11879,0
354.0,18,Fuel,India,768.0,717.0,10739,1
7003.0,18,Medical,UK,3146.0,383.0,4292,0
4451.0,13,Travel,India,8918.0,382.0,3501,0
265.0,17,Restaurant,Dubai,5680.0,637.0,12302,0
235.0,7,Restaurant,Other,9387.0,151.0,16755,0
967.0,8,Medical,India,3930.0,605.0,10101,0
4613.0,20,Grocery,India,3086.0,659.0,7492,0
3947.0,17,Medical,India,2648.0,2.0,795,1
478.0,17,Restaurant,UK,4575.0,363.0,2214,0
1648.0,23,Online,Other,6976.0,,17233,0
7526.0,9,Fuel,India,8777.0,502.0,1761,0
1107.0,15,Medical,India,3354.0,37.0,7972,0
103.0,6,Medical,India,5232.0,257.0,7424,0
3251.0,21,Medical,USA,8151.0,227.0,9044,0
3088.0,9,Medical,India,1514.0,358.0,18929,1
754.0,7,Fuel,USA,460.0,311.0,17810,0
5132.0,22,Travel,Other,9516.0,200.0,5270,0
2581.0,4,Electronics,India,7606.0,419.0,9327,0
49.0,6,Travel,India,3547.0,288.0,13878,0
1925.0,3,Restaurant,India,9318.0,534.0,10399,0
497.0,9,Online,India,8019.0,57.0,3892,0
45.0,3,Grocery,Dubai,1641.0,36.0,1816,0
9001.0,21,Fuel,India,1357.0,369.0,14365,0
1903.0,8,Online,India,2251.0,107.0,9967,0
199.0,20,Electronics,India,,589.0,19298,0
780.0,8,Travel,Singapore,4536.0,712.0,13359,0
505.0,10,Electronics,India,4392.0,354.0,15408,1
670.0,11,Restaurant,India,7394.0,189.0,17294,1
1258.0,1,Grocery,India,1723.0,387.0,1898,0
5853.0,23,Medical,India,3623.0,432.0,3124,0
639.0,11,Medical,India,529.0,622.0,3727,0
2095.0,17,Travel,UK,3537.0,650.0,5769,0
977.0,22,Travel,India,,348.0,3454,0
4199.0,5,Restaurant,India,8064.0,286.0,9663,0
3671.0,4,Electronics,India,,475.0,3632,1
1922.0,16,Online,Other,4975.0,524.0,11231,0
2276.0,12,Online,Singapore,304.0,541.0,14330,0
1512.0,7,Online,India,3264.0,83.0,4072,0
1234.0,0,Restaurant,India,8065.0,623.0,11179,0
90.0,6,Medical,India,6505.0,555.0,1571,0
967.0,2,Restaurant,USA,8187.0,93.0,7296,1
826.0,5,Medical,India,1455.0,68.0,15372,0
69.0,9,Electronics,India,7807.0,349.0,11902,0
1160.0,13,Online,India,9506.0,327.0,17039,0
3905.0,18,Restaurant,UK,368.0,17.0,1878,0
628.0,16,Online,UK,3853.0,49.0,16083,0
2527.0,17,Fuel,India,,153.0,8525,0
5692.0,14,Restaurant,India,9413.0,512.0,13791,0
1994.0,14,Electronics,USA,9059.0,225.0,3141,0
851.0,21,Travel,India,2296.0,399.0,19724,0
168.0,9,Grocery,Other,1822.0,656.0,2076,0
1105.0,4,Electronics,Singapore,8364.0,318.0,19437,0
757.0,8,Fuel,USA,1554.0,389.0,9694,0
1663.0,17,Fuel,India,,508.0,15583,0
3683.0,2,Grocery,India,1736.0,243.0,7097,0
271.0,22,Restaurant,India,9821.0,170.0,521,0
1951.0,16,Fuel,India,2791.0,626.0,14557,0
133.0,18,Medical,India,6428.0,66.0,19947,0
4137.0,19,Medical,India,5241.0,500.0,18207,0
5911.0,18,Fuel,India,9626.0,590.0,4289,0
1112.0,22,Travel,India,9069.0,533.0,13710,0
1279.0,19,Online,Dubai,7083.0,710.0,1766,0
918.0,18,Medical,India,8441.0,164.0,13588,0
395.0,10,Restaurant,India,3592.0,228.0,17334,0
227.0,23,Electronics,UK,9484.0,233.0,5529,0
816.0,7,Restaurant,India,2281.0,244.0,8437,0
492.0,19,Grocery,Dubai,5295.0,148.0,17939,0
1307.0,0,Online,India,8694.0,594.0,814,0
531.0,2,Online,Other,8338.0,36.0,13290,0
117.0,16,Online,Dubai,5651.0,241.0,14025,0
677.0,8,Travel,India,5980.0,555.0,2941,0
204.0,0,Restaurant,India,8962.0,38.0,18808,0
3626.0,20,Online,India,8510.0,13.0,19441,0
161.0,14,Grocery,USA,5077.0,234.0,7148,0
7712.0,13,Grocery,India,7493.0,1.0,544,1
1215.0,1,Travel,India,6758.0,238.0,9543,0
1297.0,17,Medical,India,6191.0,190.0,7509,0
3028.0,20,Travel,India,8176.0,21.0,16353,0
2162.0,10,Grocery,India,2371.0,689.0,5544,0
5245.0,17,Fuel,Singapore,7903.0,,5517,1
1485.0,20,Grocery,Dubai,7527.0,705.0,8277,0
3181.0,16,Grocery,India,2009.0,349.0,4306,0
1084.0,10,Medical,India,6408.0,705.0,9676,0
67.0,20,Online,India,5711.0,589.0,18247,0
2837.0,16,Electronics,India,1158.0,510.0,13358,0
282.0,17,Fuel,Singapore,8195.0,255.0,17899,1
2037.0,5,Grocery,India,9670.0,405.0,12326,0
2326.0,12,Online,India,4117.0,387.0,4888,0
8727.192452913941,12,Online,India,7142.0,227.0,6528,0
7896.0,20,Online,India,834.0,1.0,6030,1
1711.0,15,Online,India,4278.0,445.0,15623,0
1033.0,7,Restaurant,India,993.0,688.0,2663,0
4505.0,17,Restaurant,India,8786.0,222.0,4040,0
134.0,22,Medical,India,4798.0,263.0,8353,0
890.0,7,Medical,Singapore,6940.0,,16142,1
5676.0,9,Fuel,India,5333.0,138.0,10742,0
1390.0,21,Restaurant,India,1780.0,,19800,0
2488.0,4,Restaurant,India,480.0,501.0,18864,0
137.0,15,Fuel,USA,7064.0,461.0,9805,0
88.0,10,Grocery,India,6706.0,144.0,11691,0
198.0,11,Grocery,India,,142.0,17798,0
1400.0,14,Fuel,Other,196.0,359.0,16996,0
530.0,3,Fuel,India,5273.0,698.0,11531,0
119.0,14,Fuel,India,8802.0,38.0,18304,0
5307.0,14,Medical,India,246.0,371.0,7634,0
802.0,12,Electronics,UK,9294.0,491.0,9983,0
1483.0,20,Online,USA,9384.0,376.0,11563,0
3623.0,15,Online,USA,6553.0,689.0,19032,1
2406.0,13,Fuel,India,1757.0,696.0,5104,0
5989.0,15,Grocery,Dubai,5274.0,300.0,16288,0
722.0,4,Medical,Dubai,971.0,135.0,5671,0
1381.0,6,Medical,USA,5948.0,400.0,1043,0
6292.0,6,Electronics,India,3418.0,704.0,16074,1
475.0,2,Travel,India,1087.0,668.0,14176,0
438.0,22,Restaurant,India,1011.0,168.0,9971,1
3476.0,1,Grocery,India,3453.0,266.0,9119,0
1587.0,5,Online,India,1617.0,493.0,4504,0
2684.0,8,Online,India,1700.0,30.0,10161,1
45.0,14,Travel,India,451.0,292.0,8306,0
1322.0,18,Electronics,India,4263.0,70.0,16282,0
752.0,7,Fuel,India,8181.0,378.0,16674,0
1958.0,7,Travel,India,4481.0,602.0,12388,0
3175.0,2,Grocery,India,6555.0,226.0,17636,0
2126.0,18,Online,Dubai,2382.0,578.0,5633,0
47.0,22,Fuel,India,7152.0,356.0,10779,0
1593.0,22,Travel,India,9643.0,180.0,5397,1
298.0,8,Travel,India,3663.0,160.0,9006,0
2576.0,1,Restaurant,Dubai,,108.0,4564,1
1401.0,2,Medical,USA,6629.0,454.0,8021,1
1857.0,16,Grocery,Dubai,4393.0,262.0,2777,0
2433.0,8,Restaurant,Dubai,6300.0,538.0,5112,0
1304.0,20,Online,India,7.0,279.0,7642,0
15184.0,14,Restaurant,UK,880.0,316.0,19307,0
2459.0,13,Electronics,India,5051.0,275.0,13900,1
5349.0,1,Online,India,9898.0,382.0,11849,0
613.0,20,Electronics,UK,278.0,268.0,16595,1
189.0,21,Medical,India,3024.0,,15420,0
1285.0,10,Fuel,India,9581.0,228.0,13779,0
1719.0,17,Online,India,6937.0,30.0,7385,0
689.0,21,Restaurant,India,9488.0,58.0,3648,0
2963.0,18,Fuel,USA,9066.0,693.0,667,0
1419.0,20,Restaurant,India,4112.0,400.0,8832,0
2443.0,3,Restaurant,India,5847.0,427.0,16141,0
1280.0,4,Fuel,India,8893.0,0.0,18456,1
2518.0,4,Electronics,India,2633.0,678.0,7348,0
5607.0,8,Travel,India,7446.0,699.0,14896,0
2843.0,7,Online,India,2159.0,669.0,1903,0
6292.0,6,Electronics,India,3418.0,704.0,16074,1
92.0,11,Travel,UK,9138.0,390.0,17947,0
264.0,11,Medical,India,4552.0,529.0,6144,0
602.0,10,Medical,India,7850.0,189.0,3040,0
1073.0,18,Electronics,India,4266.0,648.0,16949,0
576.0,12,Restaurant,India,6261.0,700.0,16373,0
5111.0,0,Online,USA,9392.0,422.0,6220,0
3209.0,2,Electronics,India,7948.0,220.0,1021,0
579.0,5,Medical,USA,,287.0,14828,0
885.0,23,Fuel,India,5571.0,159.0,2264,0
3492.0,8,Online,UK,7563.0,297.0,9870,0
1257.0,5,Electronics,Other,1679.0,393.0,10139,0
1607.0,10,Online,Other,1459.0,328.0,6872,0
3092.0,10,Electronics,India,9716.0,589.0,6894,0
86.0,9,Medical,India,,597.0,15451,0
824.0,3,Travel,India,,132.0,16795,0
138.0,4,Travel,India,8655.0,425.0,1350,0
2884.0,8,Online,Singapore,4945.0,251.0,4615,0
1305.0,13,Online,India,5761.0,545.0,12326,0
6292.0,6,Electronics,India,3418.0,704.0,16074,1
26.0,1,Restaurant,Dubai,5463.0,598.0,7329,0
2201.0,8,Travel,Dubai,,190.0,3376,0
535.0,23,Restaurant,India,2073.0,404.0,12993,0
1772.0,6,Online,Singapore,8550.0,,6491,0
3687.90070269377,22,Online,India,,561.0,4633,0
9473.0,0,Grocery,India,4684.0,490.0,4726,1
4087.0,11,Travel,India,2492.0,357.0,17769,0
455.0,23,Medical,India,6997.0,446.0,909,0
1211.0,12,Online,India,692.0,563.0,3122,0
352.0,15,Restaurant,India,4686.0,268.0,16821,0
456.0,8,Electronics,Singapore,5553.0,702.0,14265,0
858.0,19,Travel,India,2038.0,363.0,12473,0
290.0,9,Grocery,India,1658.0,580.0,519,0
5686.0,12,Restaurant,UK,5900.0,251.0,16485,0
2164.0,23,Restaurant,India,338.0,100.0,18102,0
2890.0,13,Online,India,1490.0,510.0,19782,0
2226.0,15,Medical,India,3430.0,652.0,14243,1
1124.0,14,Grocery,India,9262.0,354.0,17965,1
2299.0,18,Electronics,Other,565.0,452.0,5751,0
360.0,18,Medical,India,4239.0,208.0,8999,0
2567.0,3,Restaurant,India,2219.0,556.0,2621,0
2071.0,9,Medical,USA,4496.0,284.0,10447,0
3606.0,3,Travel,Singapore,153.0,652.0,10160,1
423.0,8,Electronics,India,5353.0,464.0,18950,0
4010.0,0,Electronics,Other,9373.0,691.0,4723,0
1609.0,11,Online,USA,3269.0,356.0,8297,1
5354.0,12,Travel,India,5777.0,,17454,0
2383.0,20,Online,Dubai,2190.0,18.0,16957,1
1096.0,18,Grocery,Singapore,9902.0,400.0,13303,0
303.0,10,Online,India,,566.0,11350,0
1130.0,2,Restaurant,India,6466.0,75.0,3011,0
1065.0,12,Online,Singapore,1621.0,520.0,5168,0
347.0,4,Online,India,2911.0,453.0,1760,0
6521.0,14,Electronics,India,6849.0,670.0,11317,0
3481.0,0,Restaurant,India,3803.0,241.0,5705,0
3028.0,12,Online,UK,7624.0,701.0,13588,0
4004.0,20,Electronics,India,8793.0,207.0,14211,0
6044.0,4,Travel,India,4001.0,321.0,16463,0
1172.0,15,Medical,India,5542.0,157.0,18626,0
1124.0,14,Grocery,India,9262.0,354.0,17965,1
536.0,11,Electronics,India,4188.0,271.0,3592,1
681.0,6,Restaurant,India,2463.0,422.0,16353,0
797.0,3,Electronics,India,2528.0,246.0,5721,0
636.0,13,Fuel,India,1832.0,565.0,16843,0
393.0,9,Medical,India,5253.0,616.0,3069,0
2049.0,4,Travel,India,2620.0,699.0,13169,0
1509.0,3,Restaurant,India,3577.0,669.0,577,0
850.0,1,Restaurant,Dubai,6704.0,302.0,6233,0
2102.0,7,Restaurant,India,3973.0,478.0,17972,0
3606.0,3,Travel,Singapore,153.0,652.0,10160,1
1783.0,13,Medical,India,3475.0,555.0,8702,0
2894.0,16,Travel,India,9806.0,503.0,12017,0
213.0,1,Restaurant,India,,524.0,8340,0
2927.0,9,Online,Singapore,4031.0,44.0,1132,1
14.0,12,Online,India,5130.0,414.0,6432,0
780.0,4,Medical,India,2508.0,650.0,10442,0
445.0,1,Travel,USA,4575.0,578.0,17873,0
2958.0,4,Travel,Singapore,6362.0,,8204,0
277.0,7,Fuel,India,6940.0,622.0,19167,0
3492.0,15,Travel,Singapore,2362.0,695.0,612,0
395.0,14,Grocery,India,355.0,333.0,2839,0
1552.0,23,Online,India,6862.0,472.0,7431,0
783.0,20,Online,India,7407.0,153.0,2356,0
573.0,17,Online,Dubai,8141.0,304.0,10145,0
718.0,18,Medical,Other,1519.0,572.0,18061,0
7873.0,18,Travel,India,8733.0,94.0,17449,0
3447.0,12,Fuel,USA,954.0,541.0,18729,0
7004.0,11,Electronics,India,9234.0,24.0,15922,0
898.0,11,Online,Singapore,3629.0,66.0,11704,0
3155.0,4,Online,India,4237.0,460.0,10295,0
5880.0,2,Restaurant,India,863.0,488.0,10570,0
3422.0,3,Electronics,India,580.0,437.0,3926,0
508.0,17,Restaurant,India,8087.0,,12878,0
418.0,0,Restaurant,India,8665.0,682.0,2695,0
2103.0,21,Travel,USA,2160.0,33.0,3219,0
1936.0,17,Grocery,India,8502.0,139.0,3946,0
6138.0,13,Fuel,India,3825.0,680.0,17523,0
2888.0,0,Medical,India,7310.0,471.0,13430,0
4705.0,21,Restaurant,India,8572.0,163.0,3322,0
731.0,13,Electronics,India,1376.0,211.0,6682,0
1375.0,13,Grocery,India,4472.0,232.0,7409,1
1094.0,22,Fuel,India,,622.0,11601,0
779.0,3,Fuel,India,5387.0,234.0,17967,0
2493.0,21,Travel,UK,5331.0,52.0,7406,0
443.0,13,Restaurant,Dubai,3297.0,674.0,16005,0
1051.0,6,Restaurant,India,5096.0,647.0,8804,0
1858.0,2,Electronics,India,9372.0,693.0,16296,0
3671.0,4,Electronics,India,,475.0,3632,1
1177.0,8,Medical,Other,5485.0,625.0,11488,0
7037.075366597891,21,Electronics,USA,2027.0,627.0,10873,0
2676.0,8,Medical,India,6067.0,166.0,6616,0
1041.0,6,Online,India,2202.0,501.0,3271,0
1957.0,4,Electronics,India,9296.0,116.0,2896,0
1369.0,0,Grocery,Dubai,4939.0,197.0,16055,0
2737.0,19,Fuel,India,4101.0,,2406,0
1861.0,23,Travel,USA,8624.0,70.0,12498,0
2293.0,14,Online,India,9032.0,297.0,9180,0
314.0,14,Online,UK,1143.0,633.0,16223,0
595.0,23,Restaurant,Dubai,1986.0,134.0,17969,0
3495.0,21,Electronics,India,5148.0,71.0,4260,0
143.0,2,Online,India,6386.0,215.0,16250,0
1175.0,2,Grocery,USA,6076.0,,14168,0
1820.0,2,Travel,India,7014.0,627.0,10144,0
4642.0,12,Travel,India,4450.0,16.0,2719,0
321.0,6,Online,India,2534.0,325.0,10527,1
2978.0,19,Travel,Singapore,7361.0,642.0,8824,0
4011.0,6,Restaurant,USA,3706.0,125.0,12504,0
1275.0,23,Fuel,India,5093.0,400.0,10299,0
2459.0,19,Restaurant,India,9682.0,391.0,6743,0
412.0,13,Travel,India,7481.0,63.0,3011,0
920.0,7,Medical,India,5401.0,473.0,15419,0
965.0,10,Fuel,India,1064.0,239.0,6980,0
4660.0,17,Electronics,Singapore,,,15399,0
1767.0,14,Electronics,USA,9321.0,360.0,9559,1
610.0,10,Fuel,India,1488.0,364.0,13694,0
6279.0,5,Restaurant,India,,574.0,13397,0
4223.0,14,Fuel,USA,4662.0,33.0,7275,0
585.0,21,Grocery,India,5179.0,244.0,16732,0
15.0,10,Medical,USA,4159.0,709.0,7544,0
3173.0,2,Travel,India,2591.0,189.0,6363,0
4319.0,6,Travel,India,9896.0,264.0,19876,0
354.0,18,Fuel,India,768.0,717.0,10739,1
834.0,11,Restaurant,India,4948.0,355.0,18003,0
450.0,4,Online,Dubai,357.0,586.0,3172,0
2740.0,11,Grocery,India,4627.0,71.0,3501,1
3837.0,4,Travel,India,,48.0,18744,0
2357.0,23,Restaurant,USA,8553.0,582.0,10465,0
347.0,19,Travel,Other,6384.0,472.0,2987,0
7651.0,23,Grocery,UK,8477.0,544.0,16123,1
1275.0,2,Online,India,4852.0,,18909,0
1632.0,10,Fuel,India,6965.0,25.0,6253,0
1747.0,7,Electronics,USA,7913.0,119.0,7090,0
1277.0,20,Travel,UK,8104.0,206.0,6921,0
1609.0,22,Online,India,7611.0,15.0,8387,0
371.0,21,Grocery,India,8179.0,463.0,18281,0
1098.0,23,Restaurant,India,4438.0,555.0,19713,0
2815.0,5,Medical,India,5239.0,47.0,2218,1
1965.0,11,Medical,India,1556.0,349.0,7050,0
2815.0,5,Medical,India,5239.0,47.0,2218,1
802.0,9,Grocery,USA,3294.0,576.0,2794,1
4515.0,14,Grocery,India,4008.0,15.0,18875,0
275.0,8,Travel,Singapore,7231.0,601.0,2362,0
7651.0,23,Grocery,UK,8477.0,544.0,16123,1
535.0,21,Grocery,UK,,111.0,5152,0
106.0,13,Travel,India,2060.0,611.0,11529,0
2796.0,2,Travel,India,1888.0,362.0,5238,0
649.0,16,Online,India,6639.0,0.0,2799,0
204.0,17,Fuel,Other,4838.0,237.0,4389,0
3610.702207894866,6,Restaurant,India,3388.0,603.0,14153,0
2050.0,6,Travel,India,59.0,7.0,6373,0
1223.0,0,Electronics,Other,2683.0,599.0,15995,0
1768.0,5,Restaurant,India,2784.0,17.0,7256,0
9945.0,7,Electronics,USA,9050.0,590.0,6435,0
34.0,23,Medical,India,2247.0,68.0,1154,1
49.0,1,Online,UK,9282.0,279.0,3373,0
7023.0,8,Travel,UK,9884.0,300.0,6002,0
32.0,0,Fuel,India,4798.0,637.0,3978,0
4766.0,18,Grocery,India,9079.0,17.0,3535,0
823.0,23,Fuel,USA,9629.0,165.0,6771,0
3047.0,8,Online,India,2872.0,690.0,19444,0
12525.169592175032,16,Grocery,India,,474.0,7151,0
4401.0,12,Electronics,Dubai,7003.0,553.0,11956,0
2576.0,17,Restaurant,India,6207.0,189.0,18142,0
3606.0,3,Travel,Singapore,153.0,652.0,10160,1
681.0,2,Fuel,India,9396.0,597.0,15576,0
1160.0,15,Online,UK,6821.0,674.0,12817,0
2886.0,21,Travel,Dubai,6287.0,665.0,13236,0
1384.681054034719,6,Fuel,India,3763.0,,13280,0
2165.0,7,Medical,Other,5241.0,595.0,19329,0
1148.0,12,Online,India,29.0,376.0,14881,0
1679.0,3,Restaurant,Singapore,6342.0,409.0,14696,0
1092.0,13,Medical,India,6490.0,427.0,5137,0
668.0,23,Electronics,India,3519.0,46.0,19291,0
438.0,22,Restaurant,India,1011.0,168.0,9971,1
571.0,13,Travel,USA,548.0,497.0,7473,0
1185.0,0,Online,Singapore,,398.0,7063,0
2551.0,7,Restaurant,Other,7487.0,675.0,4731,0
1065.0,16,Fuel,India,2781.0,113.0,1537,0
5744.0,19,Fuel,Singapore,4531.0,478.0,7332,0
278.0,11,Restaurant,USA,8837.0,322.0,800,0
20.0,21,Medical,India,2871.0,400.0,6459,0
4431.0,8,Fuel,India,8775.0,69.0,7732,0
1016.0,21,Restaurant,India,,62.0,12583,0
2045.0,13,Medical,USA,2168.0,116.0,7154,0
3032.0,5,Grocery,India,4407.0,709.0,18847,0
1285.0,11,Restaurant,Other,9360.0,445.0,5543,0
977.0,11,Fuel,USA,5573.0,357.0,8671,0
622.0,11,Travel,India,6174.0,51.0,649,0
3651.0,21,Online,USA,9991.0,556.0,16968,0
3470.0,16,Grocery,India,6241.0,17.0,3823,0
3588.0,14,Electronics,India,9700.0,265.0,15278,0
2660.0,6,Electronics,India,6656.0,67.0,16345,0
1841.0,17,Online,India,6717.0,338.0,3777,0
7886.0,15,Medical,India,3839.0,296.0,14912,0
229.0,12,Grocery,USA,5458.0,154.0,13532,0
1157.0,8,Restaurant,Dubai,7933.0,578.0,13249,0
204.0,15,Restaurant,India,4397.0,354.0,10709,0
1128.0,6,Grocery,Dubai,7420.0,133.0,5064,0
2731.0,10,Grocery,India,329.0,341.0,17492,0
4762.0,13,Grocery,India,4119.0,117.0,9513,0
721.0,12,Fuel,India,9643.0,19.0,11627,0
1013.0,0,Electronics,India,6984.0,656.0,9063,0
4920.0,4,Online,India,5814.0,655.0,5799,0
2460.0,6,Medical,Singapore,1505.0,441.0,18738,0
615.0,8,Grocery,India,967.0,701.0,15723,1
1063.0,11,Restaurant,India,4746.0,563.0,12503,0
888.0,0,Fuel,India,6062.0,386.0,11959,0
382.0,2,Fuel,USA,2458.0,158.0,2548,0
186.0,3,Travel,India,6257.0,317.0,1112,0
1150.0,8,Restaurant,India,3962.0,7.0,14340,0
4845.0,8,Fuel,India,3393.0,158.0,12035,0
223.0,15,Restaurant,India,7083.0,489.0,878,0
122.0,2,Online,Dubai,1428.0,521.0,12774,0
4823.137002642302,19,Travel,India,7109.0,380.0,3589,0
1116.0,0,Travel,Dubai,4129.0,611.0,14011,0
3795.0,0,Online,India,7397.0,618.0,2996,0
4863.0,3,Electronics,India,691.0,659.0,19872,0
311.0,5,Restaurant,India,,264.0,5067,1
