Age,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Employment_Years,Existing_Loans,Loan_Type,Defaulted
34,478833.0,1822145.0,548.0,20.0,0,Home,0
30,1067891.0,359911.0,509.0,0.0,3,Business,0
27,2335621.0,3399159.0,543.0,15.0,0,Auto,1
57,1904894.0,351788.0,440.0,32.0,3,Auto,0
49,2271979.0,561908.0,479.0,20.0,4,Personal,0
23,1308597.0,4020901.0,316.0,34.0,3,Business,1
35,1730732.0,4645576.0,315.0,26.0,1,Business,1
56,2479006.0,3951438.0,684.0,19.0,0,Business,0
39,,268299.0,640.0,30.0,4,Personal,0
33,1797506.0,2646408.0,345.0,15.0,0,Home,1
62,1589723.0,2896649.0,803.0,13.0,4,Auto,0
41,2821645.0,3282277.0,442.0,31.0,0,Personal,0
57,1079377.0,1527305.0,584.0,31.0,1,Auto,0
47,1995580.0,3677887.0,654.0,1.0,1,Education,0
49,1123195.0,3482532.0,824.0,21.0,4,Personal,0
40,2336061.0,661144.0,856.0,16.0,2,Personal,0
45,2283913.0,3468494.0,346.0,31.0,0,Auto,1
26,2578800.0,2265344.0,827.0,16.0,2,Business,0
56,1706062.0,2428104.0,406.0,33.0,3,Education,0
22,1344274.0,1055510.0,302.0,6.0,1,Auto,1
42,2224131.0,2788349.0,394.0,28.0,0,Personal,1
52,1156302.0,2395041.0,432.0,16.0,1,Business,0
36,904690.0,982849.0,500.0,23.0,3,Education,0
38,2384239.0,4375773.0,553.0,7.0,4,Business,1
25,937392.0,2435672.0,482.0,22.0,0,Auto,0
56,2475206.0,463073.0,449.0,32.0,0,Business,0
50,1407092.0,2866780.0,848.0,,0,Personal,0
39,2331723.0,3031626.0,789.0,18.0,4,Personal,0
43,423023.0,2951912.0,804.0,4.0,1,Home,0
54,2128288.0,2319621.0,712.0,22.0,4,Education,0
33,,4937823.0,807.0,25.0,1,Auto,0
63,,1480807.0,703.0,23.0,0,Business,0
49,933442.0,2066842.0,535.0,20.0,4,Personal,0
56,1191806.0,1827302.0,895.0,32.0,3,Home,0
42,1100485.0,4817590.0,844.0,25.0,4,Auto,0
56,1069733.0,3522725.0,841.0,9.0,1,Personal,0
29,,3298032.0,733.0,,0,Auto,0
59,2101766.0,4656568.0,845.0,34.0,1,Personal,0
39,2324202.0,4433996.0,507.0,27.0,2,Auto,1
58,561949.0,3184474.0,439.0,11.0,0,Personal,0
26,1454234.0,3727119.0,887.0,6.0,3,Business,0
35,1756304.0,4228557.0,886.0,15.0,3,Education,0
40,2137041.0,3996706.0,606.0,19.0,2,Personal,0
29,1325269.0,2403100.0,869.0,28.0,1,Auto,0
52,2599540.0,1245104.0,397.0,34.0,3,Personal,0
24,1525682.0,2427524.0,424.0,27.0,1,Home,1
38,431898.0,2096290.0,648.0,6.0,0,Business,0
25,2659991.0,4506494.0,433.0,21.0,4,Home,1
40,2545095.0,378499.0,525.0,13.0,0,Auto,0
43,1338964.0,2576943.0,848.0,9.0,1,Personal,0
31,2000156.0,2887454.0,867.0,1.0,2,Personal,0
57,277332.0,3011046.0,638.0,21.0,0,Home,0
42,2266462.0,1114506.0,621.0,15.0,3,Education,0
24,908854.0,2055589.0,386.0,34.0,0,Business,0
49,1361242.0,2509817.0,394.0,10.0,0,Personal,1
64,851336.0,2870934.0,495.0,32.0,0,Personal,0
54,986360.0,4323184.0,491.0,33.0,2,Auto,0
33,545184.0,4417131.0,821.0,32.0,1,Home,0
62,1884128.0,4952144.0,312.0,18.0,2,Auto,1
29,885401.0,57293.0,553.0,19.0,3,Business,0
62,1663595.0,3256256.0,380.0,9.0,1,Personal,1
51,2759274.0,4218494.0,672.0,18.0,3,Home,0
27,2096734.0,4403810.0,693.0,11.0,1,Home,0
24,1104640.0,6320733.301434299,717.0,9.0,1,Home,0
39,368147.0,329746.0,358.0,6.0,0,Business,0
62,1444235.0,1214608.0,427.0,10.0,0,Education,0
50,2612944.0,607193.0,840.0,15.0,2,Education,0
51,2842574.0,227996.0,632.0,32.0,1,Education,0
55,970545.0,1349242.0,581.0,16.0,3,Auto,0
41,1042575.0,4534578.0,879.0,24.0,0,Auto,0
51,1317699.0,2327352.0,506.0,30.0,3,Business,0
39,,4328983.0,571.0,0.0,0,Home,0
51,376225.0,2262610.0,608.0,19.0,1,Education,0
52,1906349.0,181460.0,702.0,8.0,3,Personal,0
22,1235992.0,1700516.0,474.0,1.0,2,Education,0
30,1402203.0,4308637.0,,0.0,2,Business,1
22,,3462724.0,625.0,4.0,2,Education,0
22,756552.0,1812753.0,552.0,11.0,0,Personal,0
44,1485406.0,4928712.0,753.0,13.0,0,Personal,0
37,640769.0,3558158.0,488.0,31.0,2,Personal,0
52,2482583.0,797910.0,742.0,,3,Business,0
36,1096317.0,3308848.0,429.0,,0,Education,0
36,2002258.0,4845188.0,784.0,24.0,2,Business,0
59,1389456.0,4633145.0,302.0,13.0,0,Personal,1
51,838960.0,1549909.0,650.0,8.0,4,Education,0
63,500489.0,830166.0,854.0,26.0,3,Auto,0
44,1711409.0,4722707.0,432.0,18.0,1,Business,1
21,1812086.0,501698.0,793.0,24.0,3,Auto,0
31,1306331.0,981482.0,565.0,31.0,1,Auto,0
41,374811.0,849137.0,323.0,21.0,2,Home,1
24,2475962.0,3545239.0,833.0,28.0,0,Personal,0
27,2262833.0,1084460.0,302.0,27.0,2,Auto,0
46,2926577.0,60248.0,726.0,12.0,1,Business,0
32,2657806.0,883420.0,303.0,27.0,4,Personal,1
51,1872115.0,139169.0,802.0,2.0,1,Personal,0
37,1160905.0,1717903.0,531.0,29.0,0,Business,1
53,2967892.0,3203189.0,371.0,10.0,4,Education,1
31,2577508.0,3353798.0,387.0,1.0,0,Business,1
48,1538894.0,2691310.0,827.0,8.0,4,Education,0
52,1648653.0,587698.0,749.0,32.0,0,Personal,0
21,828937.0,2166285.0,738.0,25.0,1,Business,0
48,775607.0,2956943.0,831.0,15.0,1,Auto,0
62,1950664.0,3912473.0,734.0,24.0,1,Business,0
27,2714731.0,2181325.0,383.0,0.0,1,Auto,1
22,1336422.0,1109755.0,638.0,20.0,4,Auto,0
62,2467524.0,1986887.0,425.0,19.0,3,Personal,0
44,254808.0,2686200.0,862.0,4.0,3,Education,0
24,1123447.0,3585472.0,317.0,,2,Education,1
64,2864056.0,141975.0,839.0,,3,Auto,0
39,,3812481.0,644.0,12.0,2,Education,0
46,2453511.0,51755.0,767.0,17.0,1,Business,0
31,2162965.0,1751364.0,440.0,3.0,0,Auto,1
60,2986483.0,2218504.0,305.0,13.0,3,Auto,1
63,256152.0,526352.0,840.0,4.0,3,Home,0
31,242351.0,3621560.0,364.0,32.0,1,Business,0
23,1963976.0,3394226.0,355.0,25.0,1,Education,1
32,427977.0,4058919.0,395.0,3.0,3,Education,1
23,1633097.0,2783573.0,514.0,29.0,1,Home,0
62,260616.0,3955892.0,357.0,16.0,3,Business,1
47,1494885.0,2317708.0,791.0,27.0,0,Personal,0
22,2580421.0,1813791.0,704.0,5.0,0,Personal,0
36,2784462.0,3122098.0,483.0,26.0,2,Business,0
22,2740764.0,4232585.0,581.0,6.0,3,Education,0
50,613612.0,194086.0,462.0,0.0,0,Personal,0
40,2651957.0,1024005.0,388.0,9.0,0,Personal,0
58,2814093.0,2337138.0,396.0,12.0,4,Education,0
48,812404.0,4625534.0,886.0,31.0,0,Business,0
45,319233.0,4579750.0,387.0,13.0,2,Home,1
52,2205053.0,4709203.0,817.0,32.0,0,Business,0
30,213869.0,1474137.0,362.0,29.0,1,Home,0
62,659410.0,2325402.0,840.0,8.0,4,Business,0
60,786455.0,2148215.0,490.0,5.0,3,Personal,0
53,1492334.0,3663310.0,577.0,9.0,2,Auto,1
33,867482.0,4222470.0,838.0,10.0,0,Auto,0
61,2548688.0,217115.0,384.0,19.0,3,Education,0
62,2843117.0,2475808.0,634.0,24.0,0,Business,0
57,621439.0,3830703.0,740.0,11.0,4,Business,0
36,623030.0,1224806.0,471.0,21.0,3,Education,1
42,2422814.0,2650078.0,638.0,11.0,1,Education,0
40,2773979.0,1884098.0,528.0,13.0,1,Home,0
63,2733553.0,4903733.0,478.0,13.0,3,Home,1
47,2898234.0,2408404.0,546.0,1.0,1,Auto,0
61,2337655.0,2013175.0,616.0,1.0,2,Personal,0
36,2054522.0,1094369.0,585.0,5.0,4,Business,1
54,2877636.0,4915268.0,375.0,24.0,2,Auto,1
52,2220779.0,12790689.018948184,751.0,2.0,3,Auto,0
46,807612.0,3759186.0,503.0,22.0,2,Personal,0
45,618277.0,4420477.0,723.0,8.0,4,Auto,0
22,,1688745.0,492.0,,4,Auto,0
32,1722872.0,528078.0,592.0,27.0,3,Personal,0
60,2644846.0,952196.0,712.0,24.0,2,Auto,0
29,1066763.0,4102500.0,738.0,34.0,4,Business,0
32,350424.0,2650771.0,600.0,0.0,3,Education,0
46,2495339.0,356803.0,559.0,1.0,4,Personal,0
29,768043.0,4259877.0,491.0,14.0,0,Education,0
30,2139304.0,59554.0,570.0,15.0,0,Business,0
52,1871218.0,279726.0,731.0,22.0,4,Auto,0
54,2631284.0,4089964.0,516.0,34.0,3,Auto,0
40,1024353.0,2904820.0,390.0,7.0,0,Auto,1
59,652219.0,2856309.0,497.0,6.0,4,Education,1
22,1951674.0,63015.0,698.0,20.0,1,Home,0
21,399395.0,4093335.0,338.0,34.0,2,Education,1
56,,109617.0,770.0,32.0,4,Home,0
44,2817876.0,3145354.0,378.0,34.0,0,Education,0
47,1775019.0,2098411.0,393.0,17.0,4,Business,1
22,1648811.0,3098237.0,342.0,18.0,3,Education,0
51,1827376.0,824726.0,431.0,9.0,0,Education,0
34,2121158.0,1313298.0,376.0,3.0,3,Personal,1
22,2947481.0,4382019.0,531.0,29.0,3,Auto,0
49,2796279.0,4736373.0,338.0,32.0,3,Auto,1
35,1521648.0,4225988.0,865.0,,4,Auto,0
32,2607721.0,2769469.0,450.0,8.0,0,Home,0
57,1846998.0,571579.0,718.0,16.0,3,Business,0
48,2931315.0,2667694.0,485.0,23.0,1,Home,0
40,2514341.0,242830.0,617.0,12.0,2,Personal,0
59,,1462612.0,763.0,25.0,4,Personal,0
44,1428622.0,2203387.0,731.0,18.0,1,Education,0
41,2669487.0,4541752.0,434.0,16.0,0,Personal,1
30,1428391.0,4528620.0,802.0,29.0,2,Personal,0
34,2769823.0,4842426.0,568.0,25.0,3,Business,0
57,1247697.0,4813449.0,,12.0,1,Personal,0
38,401107.0,4865366.0,797.0,17.0,1,Education,0
44,1155181.0,744102.0,850.0,20.0,3,Auto,0
34,2877761.0,4100784.0,639.0,33.0,3,Home,0
54,2406550.0,1238900.0,541.0,8.0,1,Home,0
32,1569693.0,1946118.0,520.0,29.0,0,Home,0
42,1825278.0,2537963.0,660.0,28.0,4,Education,0
26,,589610.0,489.0,28.0,0,Business,0
56,1497325.0,4648711.0,712.0,18.0,0,Education,0
56,1540412.0,898057.0,628.0,7.0,4,Home,0
42,2665254.0,2126028.0,521.0,16.0,0,Education,0
34,1559470.0,1678368.0,391.0,11.0,2,Education,0
36,1234416.0,4157826.0,739.0,14.0,3,Education,0
56,1663552.0,3253359.0,405.0,4.0,1,Auto,1
45,1579176.0,1606399.0,544.0,33.0,4,Education,0
52,2059093.0,416727.0,604.0,2.0,0,Business,0
53,2582221.0,2936551.0,854.0,4.0,1,Auto,0
56,992047.0,611306.0,897.0,33.0,2,Education,0
40,714004.0,4428062.0,396.0,8.0,0,Personal,1
38,1710111.0,4138027.0,776.0,23.0,0,Home,0
58,,3647770.0,565.0,4.0,0,Auto,0
23,219192.0,382616.0,874.0,26.0,2,Personal,0
43,2086338.0,571777.0,402.0,19.0,3,Home,0
52,1477040.0,641392.0,553.0,1.0,1,Business,0
36,1560669.0,4864988.0,754.0,22.0,0,Personal,0
25,1316958.0,3129885.0,812.0,33.0,0,Business,0
24,823521.0,752175.0,792.0,28.0,2,Business,0
41,2290293.0,4809317.0,560.0,34.0,2,Personal,0
60,1569338.0,3932707.0,334.0,29.0,1,Personal,1
34,338621.0,1915037.0,,2.0,1,Auto,0
59,1104600.0,4923562.0,696.0,9.0,0,Business,0
51,2349646.0,4644257.0,326.0,33.0,0,Personal,0
34,486102.0,85308.0,605.0,0.0,0,Business,0
26,2518003.0,2605862.0,880.0,5.0,0,Education,0
32,1749505.0,528955.0,464.0,5.0,0,Education,0
36,1356536.0,987212.0,557.0,15.0,2,Education,0
37,1351054.0,918981.0,401.0,0.0,3,Business,1
43,722419.0,4902650.0,754.0,,1,Business,0
34,1239339.0,828269.0,492.0,24.0,2,Personal,0
27,630754.0,4226494.0,598.0,26.0,4,Personal,0
52,2302985.0,1483487.0,320.0,25.0,4,Auto,1
35,1240397.0,102934.0,344.0,15.0,4,Auto,1
64,1496629.0,11269112.950185593,779.0,25.0,1,Auto,0
37,1347917.0,3857573.0,795.0,27.0,0,Home,0
61,2915680.0,3422840.0,522.0,27.0,4,Education,0
64,1666624.0,4626542.0,598.0,29.0,4,Business,0
54,370002.0,2265308.0,780.0,,3,Education,0
25,2460631.0,2421068.0,323.0,24.0,2,Business,0
47,2052675.0,4188920.0,637.0,18.0,1,Home,0
43,2706403.0,3863619.0,,12.0,1,Business,1
60,1255308.0,1873899.0,359.0,10.0,3,Auto,1
34,1252063.0,538830.0,587.0,,4,Education,1
35,2654257.0,4805986.0,816.0,13.0,3,Education,0
63,2802562.0,3866647.0,,9.0,0,Education,1
53,1857971.0,2356072.0,580.0,33.0,4,Home,0
51,2195155.0,4679337.0,733.0,22.0,1,Education,0
55,2404873.0,4118225.0,641.0,20.0,2,Personal,0
37,2630327.0,3375181.0,385.0,19.0,3,Auto,1
48,1594937.0,4449123.0,886.0,31.0,3,Auto,0
39,1525501.0,108724.0,490.0,13.0,1,Business,0
43,507311.0,3198133.0,551.0,23.0,4,Home,0
52,980226.0,1675379.0,367.0,17.0,4,Business,1
60,2054936.0,3727357.0,445.0,29.0,4,Business,0
33,2598895.0,729644.0,853.0,27.0,2,Auto,0
40,2707143.0,503668.0,873.0,13.0,2,Personal,0
55,669134.0,2763236.0,554.0,20.0,4,Home,0
25,270687.0,4615908.0,430.0,,2,Home,1
29,2717172.0,2556147.0,676.0,4.0,3,Home,0
49,887619.0,330570.0,831.0,30.0,4,Personal,0
26,1859148.0,4667703.0,498.0,2.0,2,Home,1
45,285227.0,1365870.0,520.0,22.0,3,Education,0
51,297556.0,3273396.0,709.0,29.0,3,Personal,0
42,767848.0,2845323.0,470.0,29.0,2,Business,0
22,489400.0,3429778.0,444.0,6.0,4,Education,1
25,1777234.0,4559510.0,787.0,4.0,4,Business,0
47,1253414.0,85394.0,653.0,5.0,2,Home,0
45,314479.0,503247.0,480.0,13.0,2,Personal,1
28,1120638.0,935226.0,460.0,10.0,0,Education,0
21,2014931.0,1239135.0,763.0,1.0,3,Personal,0
40,2864639.0,1960817.0,359.0,30.0,4,Personal,1
64,801380.0,2309155.0,514.0,26.0,1,Personal,0
43,587069.0,4591739.0,879.0,15.0,3,Business,0
52,,4467660.0,491.0,1.0,4,Personal,1
31,2055121.0,3207094.0,787.0,25.0,0,Home,0
59,918954.0,3969840.0,524.0,15.0,3,Education,1
44,1868966.0,4889117.0,691.0,8.0,3,Auto,1
31,2561965.0,3043909.0,,8.0,4,Personal,0
49,2477651.0,3418861.0,754.0,4.0,1,Education,0
46,674833.0,807044.0,410.0,6.0,2,Business,1
36,2696085.0,3955081.0,358.0,31.0,1,Business,1
55,2273681.0,1271019.0,844.0,28.0,0,Personal,0
40,2901177.0,2993909.0,852.0,2.0,3,Personal,0
23,2182369.0,51676.0,328.0,29.0,4,Home,1
21,1272982.0,4350398.0,484.0,30.0,3,Auto,0
21,427894.0,4642802.0,523.0,26.0,2,Personal,1
37,1261449.0,1609191.0,656.0,5.0,1,Personal,0
22,2422964.0,2339527.0,791.0,28.0,1,Home,0
49,2844901.0,849808.0,897.0,8.0,0,Business,0
40,2711078.0,2081209.0,877.0,19.0,4,Auto,0
26,1202992.0,2156583.0,,10.0,2,Business,0
28,213448.0,869802.0,677.0,18.0,2,Personal,0
49,1788062.0,1755873.0,584.0,9.0,4,Auto,0
53,2894598.0,3089257.0,396.0,4.0,0,Personal,1
23,699600.0,1990124.0,423.0,22.0,2,Home,0
55,1168303.0,3798953.0,455.0,5.0,0,Home,1
25,2267940.0,2774996.0,409.0,30.0,4,Business,0
47,2995519.0,4650992.0,352.0,17.0,4,Education,1
64,265470.0,2857527.0,473.0,20.0,4,Business,1
32,2480480.0,1714260.0,887.0,14.0,2,Auto,0
40,1793603.0,1415374.0,613.0,30.0,4,Home,0
40,1568906.0,2104040.0,689.0,9.0,2,Business,0
29,2323699.0,3406217.0,344.0,5.0,0,Home,1
59,1343048.0,1915601.0,416.0,23.0,3,Education,0
24,2120831.0,1471143.0,421.0,32.0,0,Business,0
39,1142980.0,795746.0,781.0,27.0,2,Home,0
58,997118.0,880833.0,469.0,27.0,1,Personal,1
47,348608.0,4013753.0,699.0,9.0,1,Education,0
63,1544782.0,4123693.0,799.0,22.0,3,Personal,0
33,2083224.0,2240372.0,373.0,14.0,4,Auto,1
33,2438591.0,2707130.0,448.0,13.0,0,Education,0
42,845044.0,4863952.0,836.0,13.0,0,Home,0
48,1206140.0,3264651.0,360.0,6.0,2,Personal,1
42,665406.0,3741842.0,353.0,17.0,3,Auto,1
63,2584359.0,3435166.0,522.0,14.0,4,Personal,0
39,939906.0,2462461.0,772.0,32.0,3,Education,0
28,708853.0,1873991.0,615.0,21.0,1,Personal,0
28,1388889.0,1942462.0,469.0,16.0,3,Personal,1
62,622994.0,1891967.0,331.0,25.0,4,Business,1
46,881326.0,1927723.0,352.0,14.0,4,Home,1
46,995707.0,3094035.0,438.0,17.0,0,Personal,0
43,1294182.0,4660194.0,673.0,7.0,0,Business,0
63,201658.0,190631.0,346.0,2.0,4,Home,1
33,2522723.0,4800844.0,389.0,13.0,0,Education,1
48,1321044.0,3483976.0,335.0,33.0,0,Education,0
29,1656040.0,968055.0,524.0,32.0,0,Business,0
40,2992239.0,1688533.0,853.0,0.0,4,Business,0
39,765438.0,4025133.0,568.0,34.0,0,Education,0
59,,3094514.0,485.0,9.0,1,Auto,0
32,1500351.0,1006871.0,670.0,18.0,4,Home,0
35,468520.0,4716428.0,534.0,10.0,3,Home,0
51,1562393.0,546644.0,421.0,34.0,2,Business,0
34,2804878.0,4867956.0,723.0,1.0,2,Home,0
31,2919771.0,1813787.0,688.0,2.0,1,Auto,0
46,2832604.0,3514408.0,416.0,14.0,4,Home,0
62,1025748.0,2140982.0,765.0,27.0,3,Business,0
47,1972496.0,741298.0,,1.0,4,Personal,0
31,1409207.0,519671.0,741.0,,3,Personal,0
58,525112.0,4865808.0,338.0,4.0,3,Business,1
54,1912983.0,2928727.0,461.0,5.0,4,Personal,1
63,638201.0,4165030.0,825.0,4.0,0,Home,0
39,1451771.0,2000291.0,465.0,11.0,2,Business,1
26,1724963.0,3178543.0,744.0,3.0,0,Business,0
58,1752892.0,3035994.0,742.0,23.0,2,Business,0
62,1907806.0,3648662.0,630.0,24.0,0,Personal,0
48,2855534.0,1022473.0,634.0,25.0,4,Education,0
21,2614625.0,1359050.0,411.0,32.0,4,Personal,0
55,1232553.0,543798.0,438.0,20.0,3,Business,0
60,1593858.0,3671481.0,465.0,22.0,1,Home,0
28,2363293.0,4932882.0,713.0,11.0,4,Education,0
27,2450567.0,1007644.0,468.0,20.0,2,Business,0
31,852595.0,1460916.0,423.0,,3,Personal,1
59,2179083.0,2854118.0,,32.0,2,Auto,0
24,2743963.0,2652034.0,397.0,5.0,0,Business,0
45,361101.0,2085424.0,359.0,11.0,1,Home,1
32,2900463.0,3270740.0,318.0,29.0,4,Auto,1
46,1693116.0,3255599.0,423.0,17.0,0,Auto,0
58,1038394.0,166445.0,525.0,15.0,3,Personal,0
32,894402.0,3933230.0,623.0,6.0,2,Personal,0
63,1860465.0,2045020.0,316.0,0.0,1,Education,0
57,669596.0,1842892.0,379.0,27.0,4,Business,1
44,1333435.0,2438886.0,896.0,2.0,2,Education,0
36,2912373.0,4689037.0,755.0,9.0,4,Education,0
33,1030171.0,1586384.0,840.0,13.0,4,Auto,0
45,500877.0,2045377.0,677.0,14.0,2,Personal,0
24,2866829.0,4927530.0,490.0,5.0,4,Auto,0
31,360787.0,1624771.0,790.0,15.0,3,Business,0
52,1043354.0,2566306.0,704.0,17.0,1,Education,0
27,1179298.0,815825.0,571.0,34.0,0,Education,0
31,2314732.0,1416320.0,729.0,24.0,1,Business,0
48,578044.0,3475487.0,819.0,32.0,0,Education,0
61,2691191.0,4319779.0,683.0,32.0,3,Personal,0
43,1507649.0,4091214.0,491.0,18.0,1,Personal,0
43,423080.0,4339794.0,734.0,,3,Education,0
48,2903895.0,1184932.0,362.0,2.0,2,Business,0
63,1623260.0,1347315.0,515.0,0.0,0,Auto,0
46,2673836.0,4030863.0,433.0,24.0,2,Education,0
45,2964481.0,3828463.0,460.0,31.0,2,Home,0
49,2767604.0,3910213.0,557.0,3.0,1,Personal,1
39,760956.0,3404657.0,724.0,22.0,4,Home,0
53,998377.0,2179719.0,827.0,15.0,4,Home,0
56,2923968.0,2924341.0,657.0,10.0,3,Home,0
34,2343678.0,2451460.0,674.0,,1,Education,0
34,2869157.0,4770578.0,870.0,32.0,2,Education,0
55,2005106.0,4540431.0,308.0,12.0,3,Home,1
50,2806892.0,4746784.0,496.0,20.0,2,Education,1
48,1730688.0,3152374.0,416.0,11.0,3,Home,0
37,1232540.0,4604996.0,309.0,25.0,0,Home,1
23,2047938.0,175605.0,818.0,0.0,3,Auto,0
36,1037769.0,572962.0,648.0,21.0,3,Auto,0
50,2730572.0,196628.0,703.0,26.0,2,Auto,0
49,2317347.0,4570845.0,874.0,,4,Business,0
35,813517.0,4065450.0,,7.0,2,Personal,1
45,2148259.0,1813376.0,627.0,33.0,1,Education,1
58,2409417.0,3959475.0,811.0,17.0,2,Auto,0
62,1420502.0,4487095.0,429.0,3.0,4,Personal,1
58,2495614.0,4461298.0,886.0,0.0,1,Personal,0
43,1542278.0,2583588.0,783.0,15.0,4,Education,0
45,,1964372.0,657.0,29.0,1,Business,0
62,243585.0,3892166.0,684.0,22.0,2,Home,0
27,1464462.0,4572878.0,553.0,30.0,4,Auto,1
42,502408.0,4507713.0,466.0,27.0,4,Business,0
37,2723694.0,1326327.0,768.0,15.0,0,Education,0
38,2119824.0,2334540.0,792.0,8.0,0,Business,0
61,2225341.0,3260545.0,637.0,1.0,3,Personal,0
30,2839505.0,1456668.0,350.0,,0,Business,0
30,2673678.0,4145980.0,355.0,31.0,4,Auto,1
27,1901009.0,4823376.0,372.0,15.0,3,Business,1
58,1127510.0,3082746.0,899.0,12.0,2,Business,0
47,533963.0,1335286.0,351.0,26.0,3,Personal,1
53,1617878.0,1585369.0,424.0,30.0,1,Business,0
21,,302673.0,561.0,32.0,3,Personal,0
64,1448509.0,3931999.0,874.0,20.0,0,Auto,0
54,956701.0,109133.0,847.0,18.0,2,Auto,0
24,2459524.0,572582.0,820.0,12.0,1,Home,0
37,2258142.0,4512115.45347956,629.0,18.0,3,Home,0
24,1539616.0,2486634.0,622.0,34.0,2,Personal,0
63,958339.0,2459437.0,540.0,34.0,0,Home,0
46,1561349.0,1764591.0,584.0,32.0,2,Home,0
24,1812780.0,4024024.0,563.0,2.0,2,Education,0
21,261330.0,1552180.0,598.0,20.0,1,Home,0
27,2280874.0,3559573.0,504.0,22.0,4,Business,0
50,563116.0,4409054.0,590.0,,0,Auto,0
29,1630343.0,2661037.0,510.0,3.0,1,Home,0
55,2672512.0,1059361.0,665.0,3.0,1,Personal,0
28,1054214.0,3082891.0,763.0,14.0,1,Education,0
44,2624687.0,2006152.0,621.0,27.0,4,Education,0
39,1896410.0,5471047.4343386,657.0,7.0,4,Auto,0
56,787699.0,4337178.0,393.0,23.0,3,Auto,1
63,964797.0,2701095.0,468.0,33.0,3,Personal,1
47,699961.0,377590.0,596.0,14.0,0,Personal,0
52,1904824.0,4252318.0,815.0,22.0,0,Personal,0
34,700735.0,2339955.0,397.0,26.0,4,Education,1
38,327574.0,4942725.0,649.0,13.0,4,Education,0
48,1278000.0,3002336.0,878.0,1.0,4,Personal,0
49,710926.0,4723109.0,700.0,34.0,1,Home,0
36,448290.0,1772844.0,750.0,6.0,4,Home,0
55,,209765.0,774.0,15.0,1,Personal,0
51,2713067.0,2029683.0,718.0,21.0,1,Personal,0
24,1758544.0,3405676.0,303.0,27.0,0,Education,1
57,472094.0,3763718.0,623.0,31.0,2,Home,0
37,1287881.0,1121263.0,668.0,6.0,3,Auto,0
59,2819189.0,1390301.0,694.0,21.0,3,Auto,0
46,2363930.0,2503029.0,855.0,1.0,0,Business,0
59,2242103.0,3990452.0,,7.0,0,Auto,0
61,1725637.0,4116680.0,489.0,6.0,4,Home,1
24,1078606.0,720038.0,715.0,20.0,4,Education,0
50,2857603.0,2841327.0,405.0,21.0,4,Home,1
50,1298168.0,2697917.0,464.0,34.0,1,Home,0
42,2515375.0,2463122.0,645.0,17.0,1,Auto,0
31,1436981.0,509966.0,,8.0,4,Personal,0
22,1628151.0,1642874.0,785.0,1.0,1,Business,0
64,2829479.0,2205285.0,630.0,16.0,0,Auto,0
32,2436422.0,1337510.0,669.0,19.0,4,Auto,0
50,2462578.0,1982108.0,741.0,5.0,3,Auto,0
56,2019449.0,1014191.0,419.0,10.0,3,Business,1
38,1514544.0,302572.0,598.0,4.0,1,Education,0
46,2085428.0,4747639.0,442.0,9.0,3,Auto,1
27,2648831.0,3351878.0,392.0,22.0,4,Education,0
21,2300588.0,4310012.0,596.0,32.0,3,Education,0
46,896217.0,2950854.0,746.0,33.0,0,Home,0
43,725598.0,305369.0,779.0,16.0,1,Personal,0
46,668571.0,2284487.0,557.0,25.0,3,Business,0
26,2017705.0,848053.0,821.0,26.0,1,Personal,0
26,2027852.0,92369.0,674.0,2.0,0,Education,0
64,1196497.0,646880.0,726.0,18.0,3,Education,0
28,1046454.0,1420987.0,400.0,7.0,4,Business,1
44,,3058374.0,543.0,16.0,2,Personal,0
42,1913804.0,850677.0,322.0,0.0,3,Home,1
39,2839986.0,1212558.0,653.0,6.0,0,Personal,0
57,1347388.0,1557588.0,765.0,2.0,2,Auto,0
38,1246584.0,4376728.0,524.0,18.0,3,Personal,1
51,2854589.0,1890251.0,743.0,26.0,1,Education,0
57,2976196.0,4303788.0,568.0,2.0,0,Business,0
50,1293906.0,1981391.0,832.0,33.0,3,Auto,0
62,2027916.0,790100.0,613.0,4.0,0,Education,0
53,,2212854.0,419.0,15.0,4,Personal,0
30,1536013.0,3610254.0,780.0,13.0,2,Business,0
57,2091877.0,3830843.0,419.0,29.0,2,Auto,1
32,335701.0,2033519.0,435.0,31.0,4,Personal,0
50,2302856.0,4711065.0,376.0,11.0,2,Auto,0
47,1381424.0,4575991.0,653.0,26.0,2,Home,0
59,2869721.0,1684916.0,357.0,25.0,4,Home,0
29,2938412.0,2908574.0,385.0,28.0,1,Business,0
41,1362108.0,4909387.0,300.0,22.0,2,Home,1
32,624452.0,195662.0,376.0,21.0,1,Education,0
49,2363932.0,3014758.0,821.0,,0,Personal,0
53,1448853.0,2893596.0,743.0,15.0,0,Auto,0
63,2741314.0,4481569.0,880.0,,2,Auto,0
35,882637.0,753543.0,447.0,2.0,0,Home,0
22,1905869.0,2106297.0,873.0,20.0,4,Auto,0
59,2986026.0,2648468.0,824.0,4.0,2,Auto,0
64,453130.0,1208845.0,485.0,19.0,4,Personal,0
38,2535560.0,2118671.0,821.0,22.0,1,Business,0
23,814181.0,4605754.0,461.0,31.0,3,Auto,1
27,1996543.0,4683877.0,589.0,8.0,3,Home,0
63,2097966.0,801790.0,720.0,2.0,2,Home,0
38,2172907.0,456138.0,495.0,26.0,4,Business,0
