customer_id,annual_spend_inr,txn_frequency_per_year,avg_order_value_inr,days_since_last_purchase,customer_age,loyalty_score,city,city_tier,gender,payment_method,customer_segment
CUST07031,76893,44,1978,2,38,85.0,Lucknow,3,M,Debit Card,Premium loyalists
CUST07032,90811,39,2643,7,42,81.4,Delhi,1,F,UPI,Premium loyalists
CUST07033,9429,35,605,1,22,98.4,Lucknow,3,F,UPI,Young explorers
CUST07034,15597,6,1533,54,27,35.6,Chennai,2,M,Credit Card,Occasional buyers
CUST07035,35125,15,1875,24,37,65.7,Lucknow,3,M,UPI,Regular shoppers
CUST07036,95955,29,2311,5,39,91.2,Jaipur,3,M,Debit Card,Premium loyalists
CUST07037,15335,37,534,26,25,62.1,Lucknow,3,F,Wallet,Bargain hunters
CUST07038,11569,10,1103,79,52,42.0,Hyderabad,2,M,Wallet,Occasional buyers
CUST07039,14549,9,558,12,22,75.9,Jaipur,3,M,Net Banking,Young explorers
CUST07040,66223,45,1475,23,42,87.0,Kolkata,2,F,Credit Card,Premium loyalists
CUST07041,45865,15,2090,40,27,62.7,Pune,2,F,UPI,Regular shoppers
CUST07042,15364,37,586,29,36,57.7,Chennai,2,F,UPI,Bargain hunters
CUST07043,24527,46,442,22,18,36.7,Mumbai,1,F,UPI,Bargain hunters
CUST07044,18168,19,600,1,19,71.7,Mumbai,1,M,Net Banking,Young explorers
CUST07045,13043,3,1187,75,49,8.2,Delhi,1,F,Credit Card,Occasional buyers
CUST07046,16739,31,589,21,29,53.9,Jaipur,3,F,Wallet,Bargain hunters
CUST07047,11228,2,1384,97,53,36.9,Pune,2,M,Net Banking,Occasional buyers
CUST07048,27831,27,1312,31,18,75.1,Jaipur,3,M,COD,Regular shoppers
CUST07049,18370,21,1261,31,40,84.7,Pune,2,M,Net Banking,Regular shoppers
CUST07050,6187,13,1366,73,22,31.7,Bengaluru,1,M,Net Banking,Occasional buyers
CUST07051,31913,19,2050,39,36,60.4,Delhi,1,M,UPI,Regular shoppers
CUST07052,40685,28,1426,36,18,72.4,Mumbai,1,F,COD,Regular shoppers
CUST07053,82719,34,2364,4,35,93.9,Jaipur,3,M,UPI,Premium loyalists
CUST07054,33275,23,1736,29,43,70.7,Hyderabad,2,M,Debit Card,Regular shoppers
CUST07055,19770,8,1762,55,18,64.0,Pune,2,M,Debit Card,Regular shoppers
CUST07056,101379,42,2038,7,41,94.7,Chennai,2,F,Net Banking,Premium loyalists
CUST07057,33583,19,2193,14,38,63.1,Pune,2,M,Wallet,Regular shoppers
CUST07058,19300,38,558,20,26,51.8,Bengaluru,1,M,UPI,Bargain hunters
CUST07059,31052,22,1647,18,18,71.6,Jaipur,3,M,COD,Regular shoppers
CUST07060,57949,6,14615,49,57,73.8,Delhi,1,M,Credit Card,High-value infrequent
CUST07061,12827,29,572,22,35,38.5,Chennai,2,M,Credit Card,Bargain hunters
CUST07062,38439,20,1772,9,47,75.4,Ahmedabad,2,M,Credit Card,Regular shoppers
CUST07063,16728,45,548,9,30,44.6,Chennai,2,M,Net Banking,Bargain hunters
CUST07064,83847,46,1986,7,21,92.6,Ahmedabad,2,M,Debit Card,Premium loyalists
CUST07065,30216,22,1334,28,18,68.1,Pune,2,M,COD,Regular shoppers
CUST07066,91290,38,1888,25,21,89.3,Ahmedabad,2,M,COD,Premium loyalists
CUST07067,42233,11,1845,17,20,73.9,Delhi,1,M,Wallet,Regular shoppers
CUST07068,18745,39,14894,74,50,40.4,Lucknow,3,M,Debit Card,Noise
CUST07069,30067,14,987,24,36,53.2,Mumbai,1,M,COD,Regular shoppers
CUST07070,30557,22,1570,28,27,59.5,Delhi,1,F,Debit Card,Regular shoppers
CUST07071,15232,29,309,14,20,33.3,Kolkata,2,M,Wallet,Bargain hunters
CUST07072,5309,13,1398,66,43,42.6,Hyderabad,2,M,COD,Occasional buyers
CUST07073,91357,25,2149,7,43,89.6,Hyderabad,2,F,UPI,Premium loyalists
CUST07074,64929,25,2558,16,37,78.1,Bengaluru,1,M,Wallet,Premium loyalists
CUST07075,9756,6,278,30,47,54.3,Hyderabad,2,M,Credit Card,Occasional buyers
CUST07076,15414,25,655,6,22,70.3,Chennai,2,F,Wallet,Young explorers
CUST07077,185554,24,7393,343,53,19.8,Bengaluru,1,M,COD,Noise
CUST07078,52582,6,10097,46,68,37.4,Hyderabad,2,M,COD,High-value infrequent
CUST07079,78011,40,2486,23,38,90.8,Kolkata,2,F,Net Banking,Premium loyalists
CUST07080,24904,16,1861,47,40,61.9,Delhi,1,M,Net Banking,Regular shoppers
CUST07081,101061,47,2202,15,32,84.3,Mumbai,1,F,Net Banking,Premium loyalists
CUST07082,84886,35,1527,23,31,87.9,Kolkata,2,M,UPI,Premium loyalists
CUST07083,11962,3,1140,42,42,48.3,Mumbai,1,M,Wallet,Occasional buyers
CUST07084,34154,14,1689,45,37,64.7,Pune,2,F,Net Banking,Regular shoppers
CUST07085,12271,25,602,27,18,55.0,Hyderabad,2,F,Net Banking,Bargain hunters
CUST07086,11915,10,858,55,52,41.7,Pune,2,F,Debit Card,Occasional buyers
CUST07087,6981,3,1739,56,58,8.1,Chennai,2,F,Net Banking,Occasional buyers
CUST07088,74822,8,10159,35,41,56.7,Lucknow,3,F,Credit Card,High-value infrequent
CUST07089,7908,29,392,24,25,37.1,Ahmedabad,2,F,Net Banking,Bargain hunters
CUST07090,98315,48,2263,10,47,95.8,Mumbai,1,F,Wallet,Premium loyalists
CUST07091,23509,48,674,32,23,60.4,Pune,2,M,Net Banking,Bargain hunters
CUST07092,17610,32,482,11,18,27.6,Chennai,2,M,UPI,Bargain hunters
CUST07093,14047,10,451,2,20,58.3,Kolkata,2,M,Net Banking,Young explorers
CUST07094,20514,57,635,19,24,45.7,Kolkata,2,M,Wallet,Bargain hunters
CUST07095,17580,27,500,5,20,51.0,Ahmedabad,2,M,Debit Card,Bargain hunters
CUST07096,10446,34,482,5,26,100,Hyderabad,2,F,Wallet,Young explorers
CUST07097,26840,20,1862,12,35,70.0,Delhi,1,M,Net Banking,Regular shoppers
CUST07098,100638,47,2588,12,57,92.2,Ahmedabad,2,M,Wallet,Premium loyalists
CUST07099,6894,44,430,18,18,64.2,Ahmedabad,2,F,Wallet,Bargain hunters
CUST07100,19650,42,276,14,38,54.1,Mumbai,1,F,Wallet,Bargain hunters
CUST07101,129739,84,22185,281,55,53.0,Hyderabad,2,F,UPI,Noise
CUST07102,35467,25,1183,9,28,57.2,Hyderabad,2,F,Wallet,Regular shoppers
CUST07103,6506,70,3707,337,40,90.6,Pune,2,F,COD,Noise
CUST07104,40593,22,1425,14,31,70.1,Chennai,2,M,COD,Regular shoppers
CUST07105,110390,8,11037,33,62,70.7,Chennai,2,F,COD,High-value infrequent
CUST07106,5753,9,1300,59,49,42.5,Bengaluru,1,M,Wallet,Occasional buyers
CUST07107,72010,32,2131,9,41,100,Hyderabad,2,M,UPI,Premium loyalists
CUST07108,34494,20,1578,32,42,56.4,Bengaluru,1,M,COD,Regular shoppers
CUST07109,10669,34,544,3,23,61.4,Jaipur,3,F,Debit Card,Young explorers
CUST07110,30888,19,1387,6,37,62.4,Pune,2,M,Credit Card,Regular shoppers
CUST07111,26578,37,512,9,21,64.4,Kolkata,2,M,UPI,Bargain hunters
CUST07112,24622,20,1718,38,29,69.6,Chennai,2,M,Credit Card,Regular shoppers
CUST07113,84744,48,2241,6,49,90.0,Kolkata,2,M,Net Banking,Premium loyalists
CUST07114,81604,40,2055,7,40,82.7,Hyderabad,2,F,Debit Card,Premium loyalists
CUST07115,18448,43,665,14,18,47.7,Chennai,2,F,Wallet,Bargain hunters
CUST07116,9254,10,1697,54,38,19.1,Chennai,2,F,Wallet,Occasional buyers
CUST07117,2491,5,1524,62,33,38.6,Kolkata,2,M,COD,Occasional buyers
CUST07118,30943,28,1487,25,33,68.7,Bengaluru,1,M,Credit Card,Regular shoppers
CUST07119,15963,40,626,30,27,57.5,Delhi,1,F,Debit Card,Bargain hunters
CUST07120,14397,11,1242,46,30,44.5,Hyderabad,2,F,UPI,Occasional buyers
CUST07121,20635,34,316,23,25,29.7,Hyderabad,2,M,Net Banking,Bargain hunters
CUST07122,14647,23,1382,4,24,71.5,Delhi,1,M,Wallet,Regular shoppers
CUST07123,85928,6,11201,43,51,49.9,Ahmedabad,2,F,COD,High-value infrequent
CUST07124,25041,20,1744,23,42,66.1,Chennai,2,M,UPI,Regular shoppers
CUST07125,97600,45,2352,8,37,89.0,Chennai,2,M,Debit Card,Premium loyalists
CUST07126,10962,25,567,14,26,51.7,Mumbai,1,F,Net Banking,Bargain hunters
CUST07127,44036,5,11233,51,64,53.2,Lucknow,3,F,UPI,High-value infrequent
CUST07128,29618,24,2002,24,29,67.1,Lucknow,3,F,Net Banking,Regular shoppers
CUST07129,95923,31,15299,139,29,83.0,Delhi,1,M,Debit Card,Noise
CUST07130,14014,44,428,22,37,41.0,Kolkata,2,F,Debit Card,Bargain hunters
CUST07131,21753,24,701,22,32,56.1,Delhi,1,M,UPI,Bargain hunters
CUST07132,28309,26,1733,37,27,75.9,Mumbai,1,F,Net Banking,Regular shoppers
CUST07133,33993,22,1498,31,30,48.3,Bengaluru,1,F,Credit Card,Regular shoppers
CUST07134,14225,50,712,20,18,59.3,Lucknow,3,F,COD,Bargain hunters
CUST07135,29025,16,2135,22,22,55.6,Kolkata,2,F,Net Banking,Regular shoppers
CUST07136,37662,24,1447,42,29,52.7,Chennai,2,M,UPI,Regular shoppers
CUST07137,30661,88,10527,166,24,27.2,Chennai,2,M,Credit Card,Noise
CUST07138,39759,10,9389,74,51,53.7,Hyderabad,2,M,Debit Card,High-value infrequent
CUST07139,22049,30,571,10,21,30.6,Jaipur,3,M,Wallet,Bargain hunters
CUST07140,32635,17,1416,50,24,65.1,Bengaluru,1,M,Wallet,Regular shoppers
CUST07141,27324,18,1775,43,25,57.3,Hyderabad,2,F,COD,Regular shoppers
CUST07142,24330,23,579,11,21,35.9,Bengaluru,1,M,Wallet,Bargain hunters
CUST07143,84491,41,1511,12,23,97.8,Ahmedabad,2,F,Net Banking,Premium loyalists
CUST07144,9459,4,1482,46,38,33.9,Lucknow,3,F,Wallet,Occasional buyers
CUST07145,24207,26,255,7,21,87.1,Hyderabad,2,F,Wallet,Young explorers
CUST07146,85418,27,1727,9,38,91.1,Lucknow,3,M,Wallet,Premium loyalists
CUST07147,40582,19,2401,23,33,60.5,Delhi,1,F,UPI,Regular shoppers
CUST07148,26763,36,1927,20,41,45.6,Mumbai,1,F,Wallet,Regular shoppers
CUST07149,28966,22,1646,17,44,62.8,Mumbai,1,M,COD,Regular shoppers
CUST07150,20210,37,162,21,28,49.7,Hyderabad,2,F,COD,Bargain hunters
CUST07151,419,11,1196,301,40,91.1,Hyderabad,2,F,Credit Card,Noise
CUST07152,12536,3,1077,78,25,36.9,Lucknow,3,F,UPI,Occasional buyers
CUST07153,78618,21,1051,13,30,91.4,Jaipur,3,F,Debit Card,Premium loyalists
CUST07154,15229,36,364,11,39,27.4,Jaipur,3,F,Wallet,Bargain hunters
CUST07155,107847,30,1495,2,40,90.6,Chennai,2,F,UPI,Premium loyalists
CUST07156,78076,4,9363,33,31,58.3,Chennai,2,M,Net Banking,High-value infrequent
CUST07157,98728,36,1568,18,33,87.1,Kolkata,2,M,Net Banking,Premium loyalists
CUST07158,18182,59,636,4,18,56.2,Delhi,1,M,COD,Bargain hunters
CUST07159,37867,21,1769,44,42,56.2,Chennai,2,F,UPI,Regular shoppers
CUST07160,13245,9,1717,40,42,28.8,Kolkata,2,F,Credit Card,Occasional buyers
CUST07161,40723,15,1926,44,35,85.1,Mumbai,1,M,Net Banking,Regular shoppers
CUST07162,32953,25,1838,30,36,57.1,Bengaluru,1,F,Debit Card,Regular shoppers
CUST07163,21934,44,476,18,18,62.7,Delhi,1,M,UPI,Bargain hunters
CUST07164,26507,17,1555,26,41,67.5,Lucknow,3,F,Credit Card,Regular shoppers
CUST07165,58395,58,1955,11,44,93.4,Pune,2,F,Wallet,Premium loyalists
CUST07166,26261,19,1613,4,50,59.3,Hyderabad,2,F,Credit Card,Regular shoppers
CUST07167,170280,39,3113,270,35,53.4,Jaipur,3,F,Credit Card,Noise
CUST07168,21165,24,541,7,24,36.5,Kolkata,2,M,UPI,Bargain hunters
CUST07169,56102,6,8655,75,28,80.6,Mumbai,1,M,UPI,High-value infrequent
CUST07170,10722,30,381,35,18,43.7,Chennai,2,F,Net Banking,Bargain hunters
CUST07171,106402,34,1846,11,50,90.1,Mumbai,1,M,COD,Premium loyalists
CUST07172,94222,54,2459,8,47,90.1,Mumbai,1,F,Credit Card,Premium loyalists
CUST07173,33184,18,1467,28,26,66.0,Bengaluru,1,M,Wallet,Regular shoppers
CUST07174,69538,7,11003,40,32,58.6,Kolkata,2,F,Credit Card,High-value infrequent
CUST07175,61575,7,9043,35,36,47.3,Hyderabad,2,F,Debit Card,High-value infrequent
CUST07176,27715,20,1444,15,42,59.4,Bengaluru,1,F,Net Banking,Regular shoppers
CUST07177,5622,5,1617,47,52,28.0,Bengaluru,1,F,Credit Card,Occasional buyers
CUST07178,23627,15,723,9,24,69.8,Pune,2,M,COD,Young explorers
CUST07179,20384,31,454,3,23,85.7,Kolkata,2,F,COD,Young explorers
CUST07180,17257,33,266,3,26,73.1,Mumbai,1,F,UPI,Young explorers
CUST07181,15411,14,629,14,22,70.5,Bengaluru,1,M,Net Banking,Young explorers
CUST07182,19503,24,1882,34,21,47.1,Jaipur,3,M,Net Banking,Regular shoppers
CUST07183,24776,17,1558,19,23,58.2,Mumbai,1,F,COD,Regular shoppers
CUST07184,30040,11,1599,4,47,60.1,Chennai,2,M,Net Banking,Regular shoppers
CUST07185,23046,23,2162,14,25,58.8,Kolkata,2,F,Credit Card,Regular shoppers
CUST07186,33147,29,1916,25,27,65.5,Kolkata,2,M,Wallet,Regular shoppers
CUST07187,109640,48,2039,15,30,95.9,Kolkata,2,M,UPI,Premium loyalists
CUST07188,100793,7,10630,35,51,55.8,Lucknow,3,F,Net Banking,High-value infrequent
CUST07189,56399,43,2547,12,31,100,Delhi,1,F,Net Banking,Premium loyalists
CUST07190,9250,5,1124,61,56,45.0,Pune,2,F,UPI,Occasional buyers
CUST07191,16832,22,593,4,23,45.8,Ahmedabad,2,F,Wallet,Bargain hunters
CUST07192,10015,5,1037,32,50,16.9,Lucknow,3,F,Wallet,Occasional buyers
CUST07193,25749,30,381,33,20,61.0,Jaipur,3,M,Credit Card,Bargain hunters
CUST07194,8371,8,1368,62,64,33.8,Jaipur,3,M,Wallet,Occasional buyers
CUST07195,103805,82,14884,115,40,54.4,Mumbai,1,M,Wallet,Noise
CUST07196,28301,33,1798,27,38,77.7,Lucknow,3,M,COD,Regular shoppers
CUST07197,85547,46,2171,8,36,93.5,Chennai,2,M,UPI,Premium loyalists
CUST07198,38508,20,2362,15,23,51.8,Jaipur,3,M,UPI,Regular shoppers
CUST07199,110260,53,1876,18,37,100,Jaipur,3,M,Net Banking,Premium loyalists
CUST07200,99378,42,2015,14,37,83.4,Chennai,2,F,Debit Card,Premium loyalists
CUST07201,20191,24,1524,41,21,58.9,Chennai,2,M,Debit Card,Regular shoppers
CUST07202,15987,28,591,27,27,38.9,Delhi,1,M,Wallet,Bargain hunters
CUST07203,37595,29,1797,33,22,55.3,Delhi,1,F,Net Banking,Regular shoppers
CUST07204,75029,32,2461,12,47,91.7,Chennai,2,M,UPI,Premium loyalists
CUST07205,34595,27,1927,32,29,68.3,Bengaluru,1,F,COD,Regular shoppers
CUST07206,10298,5,1846,67,40,42.6,Hyderabad,2,M,Wallet,Occasional buyers
CUST07207,35186,25,1224,14,42,69.1,Hyderabad,2,F,Net Banking,Regular shoppers
CUST07208,23411,26,1444,24,23,65.3,Kolkata,2,F,COD,Regular shoppers
CUST07209,79694,50,2067,6,29,92.7,Ahmedabad,2,M,Net Banking,Premium loyalists
CUST07210,31577,17,2104,40,30,58.7,Kolkata,2,M,COD,Regular shoppers
CUST07211,71182,45,2072,8,44,89.1,Ahmedabad,2,F,Wallet,Premium loyalists
CUST07212,13399,24,1780,23,41,59.8,Ahmedabad,2,F,Credit Card,Regular shoppers
CUST07213,19465,26,455,26,27,42.8,Pune,2,F,UPI,Bargain hunters
CUST07214,19138,20,601,10,21,50.7,Pune,2,F,COD,Bargain hunters
CUST07215,38963,6,12427,42,33,57.8,Chennai,2,F,UPI,High-value infrequent
CUST07216,127837,88,14076,93,36,48.0,Lucknow,3,F,UPI,Noise
CUST07217,72336,41,2211,19,43,96.6,Pune,2,M,Debit Card,Premium loyalists
CUST07218,17608,31,581,1,23,61.4,Mumbai,1,M,COD,Young explorers
CUST07219,26568,21,1307,41,28,74.9,Jaipur,3,F,Wallet,Regular shoppers
CUST07220,68692,4,12114,43,58,57.2,Mumbai,1,F,Credit Card,High-value infrequent
CUST07221,7260,7,1222,94,35,25.3,Chennai,2,F,UPI,Occasional buyers
CUST07222,65682,58,2313,1,38,89.5,Ahmedabad,2,F,UPI,Premium loyalists
CUST07223,23252,23,617,11,18,42.9,Bengaluru,1,M,Debit Card,Bargain hunters
CUST07224,31579,15,1071,11,29,67.3,Ahmedabad,2,F,UPI,Regular shoppers
CUST07225,77583,6,10156,23,61,42.4,Chennai,2,M,Credit Card,High-value infrequent
CUST07226,31679,19,1228,32,37,58.8,Hyderabad,2,F,Credit Card,Regular shoppers
CUST07227,9843,39,424,31,18,41.0,Mumbai,1,M,Wallet,Bargain hunters
CUST07228,7546,41,611,15,18,40.9,Jaipur,3,M,Credit Card,Bargain hunters
CUST07229,117866,40,1475,1,39,97.0,Mumbai,1,M,Wallet,Premium loyalists
CUST07230,4494,8,633,44,49,27.6,Pune,2,M,Credit Card,Occasional buyers
CUST07231,13338,40,530,15,25,35.5,Pune,2,F,COD,Bargain hunters
CUST07232,7634,13,1024,60,56,46.1,Chennai,2,M,COD,Occasional buyers
CUST07233,15984,35,470,2,36,38.2,Bengaluru,1,M,Net Banking,Bargain hunters
CUST07234,27847,20,1727,21,24,69.2,Kolkata,2,F,Credit Card,Regular shoppers
CUST07235,69571,49,2497,6,37,87.7,Mumbai,1,F,Wallet,Premium loyalists
CUST07236,10331,27,354,9,24,83.4,Lucknow,3,M,Debit Card,Young explorers
CUST07237,92516,47,1857,1,42,89.9,Bengaluru,1,M,Credit Card,Premium loyalists
CUST07238,12405,38,469,30,18,49.5,Pune,2,M,COD,Bargain hunters
CUST07239,91680,55,2436,15,41,93.0,Mumbai,1,F,COD,Premium loyalists
CUST07240,101463,49,2647,17,49,85.8,Pune,2,M,UPI,Premium loyalists
CUST07241,105553,4,11958,43,56,65.3,Kolkata,2,M,UPI,High-value infrequent
CUST07242,17903,18,329,9,24,62.6,Mumbai,1,M,Debit Card,Young explorers
CUST07243,85204,41,1899,7,48,86.3,Ahmedabad,2,M,Wallet,Premium loyalists
CUST07244,14696,40,446,1,28,65.3,Jaipur,3,F,Credit Card,Bargain hunters
CUST07245,15626,15,742,18,27,54.1,Lucknow,3,F,Credit Card,Bargain hunters
CUST07246,18988,26,663,29,21,43.2,Jaipur,3,F,Wallet,Bargain hunters
CUST07247,33690,16,1507,14,18,55.4,Lucknow,3,F,UPI,Regular shoppers
CUST07248,32911,16,1322,26,37,70.3,Bengaluru,1,F,COD,Regular shoppers
CUST07249,77547,5,9163,32,63,63.2,Jaipur,3,M,COD,High-value infrequent
CUST07250,18087,17,577,20,29,30.5,Mumbai,1,M,Wallet,Bargain hunters
CUST07251,29482,11,1221,37,31,57.1,Mumbai,1,F,Debit Card,Regular shoppers
CUST07252,105111,33,2437,11,50,88.7,Mumbai,1,F,Credit Card,Premium loyalists
CUST07253,87128,4,11233,32,60,49.6,Ahmedabad,2,M,Net Banking,High-value infrequent
CUST07254,19271,20,2099,37,31,72.5,Hyderabad,2,M,Net Banking,Regular shoppers
CUST07255,33164,28,1362,26,38,62.3,Kolkata,2,F,Debit Card,Regular shoppers
CUST07256,23792,33,560,7,23,43.4,Mumbai,1,F,UPI,Bargain hunters
CUST07257,31280,12,1623,29,29,54.7,Lucknow,3,M,Credit Card,Regular shoppers
CUST07258,39604,22,1548,1,36,81.3,Ahmedabad,2,M,Debit Card,Regular shoppers
CUST07259,20001,50,563,11,20,66.9,Hyderabad,2,F,Credit Card,Bargain hunters
CUST07260,43128,19,2061,23,24,55.4,Chennai,2,F,Wallet,Regular shoppers
CUST07261,85467,4,10437,51,60,61.1,Kolkata,2,F,Net Banking,High-value infrequent
CUST07262,102402,53,2657,12,49,90.3,Hyderabad,2,F,Debit Card,Premium loyalists
CUST07263,13682,9,1258,77,51,20.0,Jaipur,3,F,Wallet,Occasional buyers
CUST07264,16034,45,487,16,20,40.4,Chennai,2,M,COD,Bargain hunters
CUST07265,106609,27,2078,20,36,81.2,Jaipur,3,M,Credit Card,Premium loyalists
CUST07266,23534,40,461,29,18,48.1,Bengaluru,1,F,Wallet,Bargain hunters
CUST07267,3825,9,1591,61,55,43.9,Kolkata,2,F,UPI,Occasional buyers
CUST07268,98245,41,1548,15,42,80.8,Hyderabad,2,F,COD,Premium loyalists
CUST07269,74175,5,11462,20,34,68.7,Chennai,2,F,Wallet,High-value infrequent
CUST07270,93565,36,1910,16,48,91.0,Kolkata,2,F,UPI,Premium loyalists
CUST07271,119693,36,2747,278,34,75.0,Chennai,2,F,Debit Card,Noise
CUST07272,24021,31,513,20,26,48.6,Bengaluru,1,M,Net Banking,Bargain hunters
CUST07273,38048,27,1972,26,21,74.4,Pune,2,M,COD,Regular shoppers
CUST07274,11684,10,1259,67,37,40.3,Hyderabad,2,M,Net Banking,Occasional buyers
CUST07275,32503,22,11387,318,69,9.3,Hyderabad,2,M,COD,Noise
CUST07276,40013,7,10670,63,57,40.0,Jaipur,3,M,COD,High-value infrequent
CUST07277,4280,10,2010,48,42,39.5,Ahmedabad,2,M,Wallet,Occasional buyers
CUST07278,24596,21,2357,19,37,58.7,Mumbai,1,M,Wallet,Regular shoppers
CUST07279,9737,28,460,11,24,69.9,Lucknow,3,M,UPI,Young explorers
CUST07280,20050,43,666,12,32,26.7,Jaipur,3,F,Credit Card,Bargain hunters
CUST07281,101803,39,2495,20,39,83.2,Jaipur,3,M,Wallet,Premium loyalists
CUST07282,23961,10,1402,22,29,56.7,Kolkata,2,F,Credit Card,Regular shoppers
CUST07283,11505,6,1041,68,42,39.1,Hyderabad,2,F,Credit Card,Occasional buyers
CUST07284,36571,19,1763,17,26,76.5,Pune,2,F,Credit Card,Regular shoppers
CUST07285,21262,28,701,23,27,56.1,Lucknow,3,M,Net Banking,Bargain hunters
CUST07286,15927,36,420,21,30,39.7,Bengaluru,1,M,Debit Card,Bargain hunters
CUST07287,88268,38,1055,1,40,96.2,Pune,2,F,Net Banking,Premium loyalists
CUST07288,8073,6,1228,52,47,49.9,Kolkata,2,M,Credit Card,Occasional buyers
CUST07289,10540,20,1231,49,39,64.1,Chennai,2,F,Wallet,Regular shoppers
CUST07290,29653,23,1536,9,31,50.9,Hyderabad,2,M,UPI,Regular shoppers
CUST07291,12010,40,426,11,37,48.1,Jaipur,3,F,Debit Card,Bargain hunters
CUST07292,42734,17,1198,35,34,65.9,Hyderabad,2,F,COD,Regular shoppers
CUST07293,10681,36,628,10,23,74.0,Delhi,1,F,UPI,Young explorers
CUST07294,13630,8,1376,53,28,20.3,Lucknow,3,M,Net Banking,Occasional buyers
CUST07295,22651,14,1516,3,18,70.2,Jaipur,3,M,Debit Card,Regular shoppers
CUST07296,89066,38,2215,25,29,93.2,Mumbai,1,M,Wallet,Premium loyalists
CUST07297,34043,8,1206,23,30,62.6,Jaipur,3,M,Wallet,Regular shoppers
CUST07298,104011,37,2374,19,46,84.5,Kolkata,2,M,UPI,Premium loyalists
CUST07299,38284,22,2051,5,27,88.8,Chennai,2,F,Credit Card,Regular shoppers
CUST07300,7606,7,1433,48,37,39.1,Ahmedabad,2,M,Net Banking,Occasional buyers
CUST07301,32774,28,1598,39,42,57.2,Ahmedabad,2,M,Net Banking,Regular shoppers
CUST07302,19497,29,637,4,24,73.3,Chennai,2,M,Wallet,Young explorers
CUST07303,16227,24,655,9,33,57.4,Bengaluru,1,M,COD,Bargain hunters
CUST07304,48967,6,12123,65,57,37.6,Pune,2,M,COD,High-value infrequent
CUST07305,91044,32,2892,24,46,94.6,Hyderabad,2,F,Wallet,Premium loyalists
CUST07306,79614,51,1992,26,24,94.6,Mumbai,1,F,UPI,Premium loyalists
CUST07307,10499,5,1319,51,48,31.8,Mumbai,1,F,Wallet,Occasional buyers
CUST07308,76530,42,2345,1,47,82.9,Ahmedabad,2,M,Net Banking,Premium loyalists
CUST07309,9490,7,1298,91,51,35.8,Hyderabad,2,M,UPI,Occasional buyers
CUST07310,9819,13,1657,86,53,37.7,Ahmedabad,2,F,UPI,Occasional buyers
CUST07311,8903,8,1834,90,43,29.9,Hyderabad,2,M,Net Banking,Occasional buyers
CUST07312,11162,7,1886,52,31,28.0,Chennai,2,F,Credit Card,Occasional buyers
CUST07313,28225,23,1646,32,28,68.3,Chennai,2,M,Net Banking,Regular shoppers
CUST07314,24901,39,442,8,28,32.5,Kolkata,2,M,Wallet,Bargain hunters
CUST07315,18922,22,1573,30,22,49.7,Hyderabad,2,M,COD,Regular shoppers
CUST07316,80540,8,11116,37,46,57.5,Ahmedabad,2,F,Net Banking,High-value infrequent
CUST07317,15363,43,555,27,28,33.5,Bengaluru,1,F,Net Banking,Bargain hunters
CUST07318,10864,7,1154,10,23,39.6,Pune,2,F,UPI,Occasional buyers
CUST07319,3460,9,1360,85,52,39.3,Bengaluru,1,M,Credit Card,Occasional buyers
CUST07320,11938,5,955,68,34,51.1,Jaipur,3,F,Credit Card,Occasional buyers
CUST07321,66006,3,8067,40,58,65.7,Jaipur,3,F,Wallet,High-value infrequent
CUST07322,7102,2,1780,52,23,30.3,Bengaluru,1,F,Credit Card,Occasional buyers
CUST07323,8500,6,1724,49,45,28.8,Pune,2,F,Net Banking,Occasional buyers
CUST07324,70397,7,9234,66,45,67.8,Ahmedabad,2,F,COD,High-value infrequent
CUST07325,13935,28,612,17,18,54.1,Kolkata,2,M,Net Banking,Bargain hunters
CUST07326,55043,42,1685,23,33,91.0,Pune,2,F,COD,Premium loyalists
CUST07327,17488,10,1516,29,48,72.6,Delhi,1,F,Wallet,Regular shoppers
CUST07328,63347,7,9775,39,46,63.4,Lucknow,3,F,COD,High-value infrequent
CUST07329,35743,26,2053,34,33,65.6,Bengaluru,1,F,Net Banking,Regular shoppers
CUST07330,26729,20,1082,25,35,71.5,Hyderabad,2,F,COD,Regular shoppers
CUST07331,67889,3,12728,39,39,51.8,Pune,2,M,UPI,High-value infrequent
CUST07332,14157,41,806,11,20,44.5,Pune,2,M,COD,Young explorers
CUST07333,11444,6,1378,80,51,25.1,Lucknow,3,F,COD,Occasional buyers
CUST07334,30274,6,8313,40,61,36.7,Lucknow,3,M,Net Banking,High-value infrequent
CUST07335,100764,48,1818,11,37,93.9,Bengaluru,1,F,Debit Card,Premium loyalists
CUST07336,35875,14,1270,28,18,69.5,Mumbai,1,M,COD,Regular shoppers
CUST07337,13993,44,619,22,28,44.1,Mumbai,1,M,Wallet,Bargain hunters
CUST07338,46419,20,1351,22,30,69.4,Mumbai,1,F,COD,Regular shoppers
CUST07339,16099,38,728,19,18,50.2,Mumbai,1,F,Debit Card,Bargain hunters
CUST07340,30263,24,1956,25,41,65.7,Ahmedabad,2,F,Credit Card,Regular shoppers
CUST07341,9626,5,924,65,29,58.2,Delhi,1,M,Debit Card,Occasional buyers
CUST07342,11870,5,1185,88,50,55.6,Jaipur,3,F,Debit Card,Occasional buyers
CUST07343,46517,30,943,30,51,74.0,Hyderabad,2,F,Credit Card,Regular shoppers
