Recency_Days,Purchase_Frequency,Total_Spend_INR,Age,City_Type,Gender,Total_Returns,Discounts_Used
166.0,55.0,231555.22819350706,53.0,Metro,Male,16.0,47.0
46.0,8.0,118317.0,65.0,Tier1,Female,10.0,48.0
71.0,16.0,253810.0,63.0,Rural,Male,14.0,39.0
190.0,77.0,166852.0,40.0,Tier2,Male,12.0,15.0
161.0,44.0,10445.0,,Metro,Female,9.0,11.0
178.0,26.0,415127.0,32.0,Tier1,Female,0.0,25.0
7.0,1.0,446263.0,27.0,Tier1,Male,7.0,7.0
178.0,90.0,271976.0,50.0,Tier2,Male,17.0,10.0
270.0,61.0,499119.0,67.0,Tier2,Male,10.0,6.0
,63.0,410876.0,19.0,Metro,Female,5.0,22.0
9.0,7.0,161031.0,66.0,Metro,Male,11.0,19.0
237.0,95.0,356983.0,62.0,Metro,Male,17.0,11.0
348.0,18.0,84508.0,55.0,Metro,Female,10.0,39.0
165.0,79.0,138336.0,18.0,Tier1,Female,0.0,39.0
318.0,63.0,186271.0,49.0,Tier1,Female,9.0,36.0
119.0,94.0,54762.0,40.0,Rural,Female,17.0,49.0
84.0,97.0,380758.0,67.0,Rural,Female,3.0,14.0
34.0,87.0,359218.0,61.0,Tier2,Male,8.0,15.0
130.0,64.0,200626.0,23.0,Rural,Female,16.0,20.0
66.0,35.0,434088.0,63.0,Tier1,Male,14.0,3.0
90.0,46.0,109480.0,47.0,Rural,Male,1.0,30.0
155.0,52.0,3076.0,65.0,Metro,Female,1.0,12.0
226.0,54.0,365231.0,55.0,Tier1,Female,6.0,41.0
282.0,16.0,437664.0,60.0,Tier1,Male,14.0,42.0
362.0,32.0,471908.0,42.0,Metro,Female,17.0,22.0
129.0,48.0,483081.0,47.0,Metro,Female,13.0,16.0
292.0,73.0,74349.0,22.0,Metro,Female,7.0,13.0
315.0,42.0,185876.0,31.0,Tier2,Female,13.0,25.0
188.0,57.0,328197.0,,Tier2,Male,18.0,31.0
253.0,1.0,486013.0,52.0,Metro,Male,2.0,19.0
93.0,36.0,101408.0,46.0,Metro,Male,13.0,15.0
278.0,72.0,,46.0,Metro,Female,17.0,44.0
66.0,87.0,,31.0,Tier1,Female,8.0,42.0
91.0,32.0,315150.0,44.0,Rural,Female,15.0,47.0
230.0,68.0,381520.0,59.0,Metro,Male,13.0,33.0
25.0,66.0,267341.0,57.0,Tier2,Male,17.0,12.0
176.0,12.0,266434.0,23.0,Tier1,Female,3.0,36.0
80.0,34.0,322292.0,32.0,Tier2,Female,10.0,10.0
320.0,57.0,387865.0,28.0,Rural,Female,3.0,46.0
155.0,75.0,97220.0,26.0,Tier1,Female,13.0,47.0
334.0,67.0,340389.0,39.0,Metro,Male,7.0,46.0
300.0,77.0,302551.0,65.0,Tier2,Female,3.0,44.0
236.0,76.0,,64.0,Tier2,Male,11.0,11.0
186.0,96.0,124448.0,54.0,Tier2,Male,12.0,34.0
146.0,37.0,,68.0,Tier2,Female,16.0,3.0
325.0,77.0,390695.0,65.0,Tier2,Female,5.0,36.0
205.0,67.0,462787.0,22.0,Tier2,Male,15.0,11.0
204.0,43.0,246896.0,34.0,Tier1,Male,19.0,3.0
63.0,69.0,1685898.7994829293,66.0,Tier2,Male,4.0,9.0
197.0,15.0,26294.0,54.0,Tier1,Male,2.0,7.0
68.0,98.0,182207.0,50.0,Tier1,Female,9.0,44.0
248.0,32.0,490981.0,40.0,Tier2,Female,7.0,33.0
119.0,85.0,171514.0,59.0,Tier2,Female,2.0,21.0
330.0,62.0,241497.0,62.0,Tier1,Male,19.0,24.0
38.0,52.0,332366.1528764301,,Metro,Female,12.0,0.0
232.0,52.0,114879.0,50.0,Metro,Male,12.0,20.0
296.0,16.0,157857.3261579573,64.0,Tier1,Female,11.0,2.0
57.0,35.0,92713.0,56.0,Tier2,Male,0.0,25.0
231.0,54.0,114487.0,49.0,Tier2,Female,0.0,7.0
204.0,91.0,261104.0,62.0,Rural,Female,12.0,29.0
37.0,63.0,260852.0,47.0,Tier1,Male,6.0,27.0
288.0,30.0,100842.0,67.0,Tier2,Female,0.0,34.0
107.0,31.0,445702.0,65.0,Metro,Female,9.0,41.0
293.0,96.0,471414.0,61.0,Metro,Male,11.0,9.0
80.0,12.0,359867.0,21.0,Metro,Male,19.0,35.0
259.0,4.0,46032.0,59.0,Tier2,Female,9.0,22.0
271.0,90.0,19865.0,23.0,Tier2,Female,10.0,32.0
65.0,16.0,369981.0,26.0,Tier1,Female,12.0,43.0
36.0,68.0,469028.0,69.0,Rural,Female,19.0,36.0
222.0,30.0,100768.0,44.0,Metro,Male,1.0,6.0
42.0,48.0,47477.0,66.0,Rural,Male,19.0,15.0
153.0,43.0,18710.0,,Tier2,Male,19.0,26.0
51.0,78.0,175747.0,59.0,Metro,Female,9.0,32.0
349.0,97.0,323091.0,54.0,Tier2,Male,19.0,46.0
176.0,80.0,273730.0,35.0,Tier1,Male,19.0,17.0
86.0,26.0,2614420.1693472546,31.0,Tier1,Female,9.0,24.0
,48.0,185843.0,48.0,Tier2,Male,6.0,9.0
215.0,59.0,101107.0,49.0,Rural,Male,2.0,14.0
121.0,69.0,32555.0,42.0,Tier2,Male,4.0,36.0
151.0,61.0,39733.0,,Rural,Male,7.0,33.0
239.0,32.0,100627.0,22.0,Rural,Female,5.0,0.0
313.0,93.0,154828.0,19.0,Rural,Female,17.0,1.0
322.0,38.0,455542.0,24.0,Tier2,Female,14.0,26.0
290.0,73.0,115527.0,32.0,Rural,Female,1.0,49.0
97.0,34.0,403934.0,46.0,Metro,Female,7.0,6.0
13.0,90.0,1613.0,50.0,Tier1,Male,10.0,24.0
305.0,61.0,110861.0,65.0,Tier1,Female,12.0,23.0
223.0,98.0,479366.0,46.0,Tier2,Female,11.0,23.0
278.0,34.0,164346.0,24.0,Metro,Male,8.0,29.0
177.0,82.0,397837.0,40.0,Metro,Male,3.0,23.0
352.0,69.0,261575.0,25.0,Tier2,Male,19.0,32.0
294.0,19.0,282463.0,60.0,Tier1,Female,17.0,33.0
303.0,27.0,220343.0,31.0,Metro,Male,14.0,8.0
127.0,6.0,241783.0,40.0,Tier2,Male,3.0,28.0
65.0,12.0,277432.0,56.0,Metro,Male,4.0,46.0
319.0,65.0,46531.0,63.0,Metro,Male,2.0,5.0
44.0,99.0,402008.0,,Tier2,Female,1.0,2.0
48.0,24.0,,59.0,Tier2,Male,17.0,11.0
236.0,22.0,410877.0,60.0,Tier2,Female,4.0,5.0
76.0,54.0,435508.0,36.0,Metro,Male,5.0,35.0
106.0,76.0,66914.0,55.0,Metro,Female,17.0,7.0
180.0,18.0,231719.0,65.0,Metro,Female,0.0,20.0
326.0,45.0,394012.0,37.0,Metro,Male,3.0,31.0
285.0,93.0,385559.0,43.0,Tier2,Female,11.0,9.0
125.0,16.0,24202.0,27.0,Tier2,Female,9.0,47.0
91.0,20.0,356144.0,57.0,Tier1,Male,16.0,48.0
119.0,71.0,163442.0,49.0,Tier2,Female,11.0,48.0
311.0,45.0,434813.0,37.0,Rural,Female,7.0,5.0
100.0,57.0,442368.0,69.0,Tier1,Female,17.0,25.0
64.0,56.0,95522.0,41.0,Tier1,Male,4.0,36.0
196.0,14.0,390268.0,35.0,Tier1,Female,19.0,45.0
38.0,39.0,28435.0,19.0,Tier2,Other,0.0,5.0
194.0,41.0,423520.0,35.0,Metro,Male,5.0,3.0
149.0,42.0,297731.0,28.0,Metro,Male,19.0,7.0
202.0,19.0,90426.0,58.0,Metro,Male,5.0,17.0
334.0,91.0,476193.0,21.0,Metro,Female,1.0,20.0
82.0,84.0,5127.0,,Tier1,Female,10.0,33.0
55.0,77.0,334105.0,24.0,Tier1,Male,1.0,40.0
102.0,69.0,262603.0,47.0,Tier1,Female,1.0,14.0
277.0,95.0,467726.0,46.0,Tier2,Female,1.0,48.0
5.0,8.0,373576.0,42.0,Metro,Male,3.0,42.0
224.0,10.0,11913.0,24.0,Metro,Male,2.0,42.0
340.0,7.0,24588.0,47.0,Tier1,Male,12.0,17.0
242.0,92.0,255241.0,27.0,Tier2,Male,18.0,21.0
254.0,3.0,440677.0,32.0,Metro,Female,7.0,15.0
283.0,84.0,,26.0,Metro,Female,15.0,21.0
178.0,52.0,150437.0,68.0,Tier1,Female,3.0,35.0
,58.0,260354.0,34.0,Tier1,Female,7.0,6.0
271.0,2.0,269069.0,33.0,Tier1,Female,5.0,45.0
232.0,79.0,37642.0,49.0,Tier2,Female,8.0,14.0
81.0,7.0,55185.0,69.0,Rural,Male,16.0,41.0
360.0,74.0,32157.0,69.0,Rural,Female,5.0,41.0
,1.0,185262.0,36.0,Tier1,Male,5.0,20.0
357.0,45.0,148848.0,36.0,Metro,Female,1.0,37.0
57.0,86.0,325541.0,48.0,Metro,Female,6.0,38.0
228.0,85.0,,60.0,Tier1,Female,9.0,17.0
273.0,27.0,65164.0,41.0,Tier1,Female,14.0,14.0
343.0,29.0,234363.0,57.0,Tier1,Female,18.0,45.0
201.0,28.0,398139.0,63.0,Tier1,Female,3.0,49.0
291.0,55.0,386013.0,60.0,Tier2,Other,14.0,14.0
229.0,5.0,102461.0,33.0,Metro,Male,15.0,33.0
200.0,7.0,270587.0,,Metro,Male,15.0,24.0
142.0,77.0,233063.0,25.0,Metro,Female,14.0,35.0
259.0,52.0,350389.0,67.0,Tier1,Female,10.0,39.0
99.0,53.0,44340.0,29.0,Tier1,Female,1.0,4.0
157.0,61.0,46052.0,22.0,Tier2,Male,9.0,26.0
58.0,20.0,488647.0,47.0,Tier2,Female,13.0,13.0
34.0,21.0,273765.0,52.0,Tier1,Female,15.0,3.0
351.0,70.0,413236.0,47.0,Tier2,Female,15.0,9.0
314.0,37.0,346365.0,38.0,Tier1,Male,1.0,36.0
121.0,71.0,198473.0,69.0,Rural,Male,14.0,37.0
170.0,56.0,409342.0,55.0,Metro,Female,7.0,27.0
138.0,77.0,112108.0,40.0,Metro,Male,6.0,33.0
292.0,44.0,,20.0,Metro,Female,16.0,21.0
94.0,87.0,25698.0,60.0,Rural,Female,4.0,37.0
215.0,71.0,481851.0,28.0,Metro,Female,4.0,19.0
136.0,92.0,21166.0,64.0,Rural,Male,5.0,23.0
319.0,90.0,102792.0,,Metro,Male,11.0,49.0
287.0,44.0,328066.0,47.0,Tier1,Other,6.0,8.0
205.0,6.0,412050.0,28.0,Tier1,Male,14.0,34.0
111.0,13.0,394591.0,30.0,Tier1,Female,6.0,1.0
194.0,22.0,444749.0,35.0,Metro,Male,17.0,8.0
140.0,8.0,1375391.9714110938,19.0,Metro,Other,0.0,37.0
221.0,91.0,446269.0,59.0,Tier1,Male,12.0,10.0
215.0,83.0,331649.0,38.0,Tier2,Female,13.0,5.0
342.0,28.0,23404.0,43.0,Tier1,Male,8.0,39.0
350.0,57.0,19772.0,23.0,Metro,Male,11.0,29.0
336.0,34.0,42945.0,61.0,Tier1,Male,17.0,32.0
290.0,81.0,466847.0,61.0,Tier2,Male,11.0,45.0
106.0,69.0,498824.0,62.0,Tier1,Female,0.0,27.0
216.0,9.0,105384.0,,Metro,Male,13.0,5.0
312.0,40.0,392582.0,63.0,Tier1,Female,19.0,0.0
282.0,68.0,33115.0,66.0,Rural,Male,11.0,12.0
220.0,48.0,2004296.0124708896,22.0,Metro,Female,11.0,24.0
245.0,75.0,202159.0,22.0,Metro,Female,11.0,21.0
246.0,33.0,175107.0,,Tier1,Female,6.0,23.0
167.0,74.0,223016.0,29.0,Metro,Male,6.0,34.0
2.0,75.0,335464.0,59.0,Tier2,Female,7.0,32.0
313.0,28.0,280034.0,19.0,Metro,Male,3.0,44.0
180.0,23.0,62771.0,63.0,Rural,Male,14.0,24.0
111.0,6.0,259038.0,65.0,Metro,Female,15.0,31.0
258.0,54.0,145314.0,26.0,Tier2,Male,5.0,28.0
180.0,43.0,279217.0,43.0,Tier1,Female,9.0,22.0
,63.0,16224.0,64.0,Tier2,Male,17.0,4.0
134.0,46.0,50102.0,66.0,Metro,Female,0.0,9.0
21.0,15.0,14120.0,21.0,Tier2,Female,3.0,7.0
130.0,14.0,264657.0,,Tier2,Male,13.0,4.0
36.0,6.0,377155.0,60.0,Tier2,Male,7.0,32.0
283.0,10.0,207330.0,,Metro,Male,15.0,44.0
116.0,77.0,33989.0,23.0,Tier2,Male,1.0,15.0
316.0,7.0,291907.0,,Rural,Female,11.0,43.0
60.0,12.0,450604.0,54.0,Metro,Female,8.0,46.0
215.0,66.0,239600.0,55.0,Tier1,Female,15.0,29.0
147.0,3.0,242662.0,28.0,Tier1,Male,18.0,3.0
329.0,51.0,8336.0,25.0,Tier1,Female,5.0,28.0
127.0,12.0,406594.0,59.0,Metro,Male,6.0,13.0
350.0,73.0,153506.0,22.0,Tier1,Female,19.0,19.0
99.0,25.0,380949.0,20.0,Tier1,Female,15.0,4.0
78.0,35.0,45893.0,65.0,Tier1,Male,15.0,38.0
185.0,12.0,,50.0,Tier1,Female,1.0,7.0
80.0,29.0,91393.0,68.0,Tier1,Male,11.0,46.0
121.0,3.0,392167.0,35.0,Metro,Male,3.0,35.0
347.0,21.0,389888.0,30.0,Metro,Female,10.0,42.0
53.0,30.0,2728966.8451002827,47.0,Metro,Male,1.0,41.0
,49.0,146778.0,18.0,Tier2,Male,12.0,31.0
264.0,17.0,277696.0,41.0,Metro,Male,19.0,29.0
,39.0,113728.0,32.0,Tier1,Female,17.0,40.0
240.0,38.0,39931.0,18.0,Tier1,Female,6.0,22.0
,14.0,400641.0,26.0,Metro,Male,1.0,13.0
195.0,92.0,347353.0,63.0,Tier2,Female,7.0,8.0
193.0,92.0,328425.0,18.0,Tier2,Male,19.0,12.0
218.0,25.0,475647.0,,Tier1,Female,10.0,26.0
59.0,4.0,85899.0,35.0,Metro,Male,8.0,37.0
165.0,45.0,15310.0,21.0,Metro,Female,12.0,11.0
102.0,77.0,267826.0,42.0,Metro,Female,2.0,1.0
207.0,86.0,462079.0,51.0,Metro,Female,14.0,14.0
191.0,74.0,450511.0,48.0,Rural,Female,14.0,27.0
167.0,32.0,315755.0,28.0,Metro,Male,0.0,17.0
299.0,65.0,116802.0,45.0,Tier2,Female,11.0,42.0
248.0,92.0,320386.0,47.0,Tier1,Male,17.0,40.0
104.0,1.0,189500.0,48.0,Tier1,Male,17.0,44.0
118.0,90.0,409121.0,63.0,Metro,Female,18.0,39.0
89.0,56.0,56038.0,57.0,Tier1,Female,0.0,6.0
40.0,46.0,477280.0,67.0,Tier1,Male,11.0,3.0
208.0,69.0,36492.0,63.0,Tier1,Male,15.0,33.0
162.0,18.0,250692.0,37.0,Tier1,Male,17.0,29.0
193.0,11.0,333409.0,64.0,Tier1,Female,1.0,43.0
279.0,5.0,105705.0,20.0,Tier1,Male,2.0,47.0
120.0,64.0,54961.0,36.0,Rural,Male,16.0,31.0
28.0,22.0,453783.0,38.0,Metro,Male,19.0,9.0
120.0,48.0,335542.0,30.0,Tier2,Male,0.0,3.0
230.0,17.0,397264.0,41.0,Metro,Male,17.0,41.0
362.0,35.0,160891.0,,Metro,Male,11.0,34.0
171.0,10.0,348538.0,50.0,Tier2,Female,17.0,2.0
45.0,72.0,379471.0,63.0,Metro,Female,10.0,20.0
47.0,44.0,373853.0,43.0,Tier2,Female,16.0,9.0
349.0,60.0,438391.0,65.0,Metro,Other,0.0,34.0
88.0,3.0,239377.0,50.0,Metro,Female,6.0,33.0
,33.0,382616.0,63.0,Rural,Female,18.0,19.0
230.0,7.0,94014.0,54.0,Metro,Female,7.0,5.0
295.0,2.0,2012891.502145374,26.0,Metro,Female,12.0,17.0
154.0,28.0,38632.0,28.0,Metro,Female,3.0,36.0
311.0,58.0,25890.0,69.0,Metro,Male,17.0,5.0
9.0,40.0,31352.0,46.0,Tier1,Female,10.0,34.0
283.0,33.0,160176.0,36.0,Metro,Female,17.0,24.0
,1.0,442797.0,61.0,Tier1,Female,6.0,19.0
304.0,81.0,430663.0,45.0,Metro,Male,15.0,19.0
131.0,91.0,,61.0,Metro,Female,1.0,7.0
17.0,47.0,12529.0,48.0,Tier2,Female,11.0,16.0
198.0,25.0,219046.0,41.0,Metro,Female,11.0,40.0
93.0,35.0,97635.0,28.0,Tier1,Male,15.0,33.0
351.0,91.0,230722.0,29.0,Tier2,Male,0.0,49.0
292.0,32.0,45812.0,68.0,Tier2,Male,12.0,28.0
118.0,50.0,140747.0,62.0,Tier1,Male,5.0,21.0
350.0,58.0,259254.0,58.0,Tier1,Male,4.0,49.0
65.0,41.0,398765.0,55.0,Rural,Female,19.0,49.0
22.0,65.0,10975.0,39.0,Metro,Male,11.0,47.0
128.0,71.0,296306.0,38.0,Metro,Female,1.0,33.0
97.0,38.0,218888.0,31.0,Tier2,Female,14.0,5.0
62.0,87.0,442645.0,55.0,Tier1,Male,10.0,12.0
21.0,31.0,241709.0,,Tier1,Female,0.0,47.0
324.0,58.0,163260.0,32.0,Metro,Male,3.0,18.0
17.0,80.0,338581.0,49.0,Tier2,Female,15.0,8.0
116.0,41.0,249855.0,67.0,Tier2,Male,8.0,31.0
24.0,31.0,,58.0,Metro,Female,7.0,43.0
103.0,77.0,428645.0,31.0,Metro,Female,13.0,16.0
36.0,9.0,310706.0,38.0,Tier2,Female,0.0,29.0
47.0,4.0,87002.0,32.0,Tier2,Male,5.0,14.0
83.0,31.0,115684.0,27.0,Rural,Female,5.0,43.0
277.0,53.0,348629.0,51.0,Tier2,Male,9.0,28.0
129.0,35.0,250593.0,57.0,Tier2,Male,17.0,17.0
259.0,60.0,74712.0,,Tier2,Male,4.0,23.0
78.0,35.0,348919.0,56.0,Metro,Female,7.0,34.0
40.0,42.0,438830.0,63.0,Rural,Male,6.0,21.0
98.0,33.0,168102.0,18.0,Metro,Female,4.0,2.0
115.0,26.0,62393.0,34.0,Tier1,Male,11.0,35.0
345.0,52.0,95807.0,21.0,Tier1,Female,7.0,48.0
140.0,54.0,393581.0,51.0,Tier2,Male,19.0,5.0
89.0,41.0,413003.0,61.0,Tier1,Female,0.0,0.0
3.0,55.0,323953.0,59.0,Rural,Female,17.0,48.0
306.0,40.0,84740.0,41.0,Tier2,Female,2.0,18.0
354.0,30.0,,69.0,Tier1,Male,7.0,12.0
144.0,70.0,161791.0,51.0,Tier1,Male,10.0,32.0
181.0,3.0,420866.0,18.0,Metro,Female,3.0,45.0
307.0,99.0,74721.0,36.0,Tier2,Female,17.0,15.0
254.0,32.0,185899.0,52.0,Metro,Female,5.0,17.0
228.0,10.0,371173.0,52.0,Tier1,Male,9.0,5.0
210.0,57.0,298540.0,49.0,Metro,Male,16.0,25.0
34.0,41.0,226974.0,50.0,Tier1,Female,19.0,32.0
317.0,12.0,292282.0,59.0,Metro,Male,19.0,40.0
216.0,6.0,447921.0,21.0,Tier2,Female,5.0,36.0
78.0,12.0,184304.0,37.0,Metro,Female,15.0,32.0
140.0,74.0,47230.0,29.0,Tier2,Male,14.0,43.0
358.0,17.0,358894.0,36.0,Metro,Male,18.0,22.0
289.0,32.0,80813.0,32.0,Tier1,Male,16.0,46.0
278.0,2.0,112178.0,,Metro,Female,19.0,5.0
265.0,49.0,32807.0,35.0,Tier2,Female,7.0,45.0
292.0,61.0,61610.0,30.0,Metro,Male,10.0,15.0
57.0,23.0,258739.0,43.0,Metro,Female,15.0,46.0
170.0,6.0,364590.0,68.0,Tier2,Female,16.0,9.0
58.0,28.0,74274.0,69.0,Tier2,Female,9.0,19.0
4.0,74.0,462287.0,40.0,Metro,Male,8.0,48.0
177.0,48.0,448366.0,58.0,Tier1,Male,8.0,3.0
237.0,67.0,169599.0,47.0,Metro,Female,0.0,45.0
342.0,36.0,387518.0,42.0,Metro,Male,4.0,19.0
,87.0,345319.0,24.0,Tier1,Male,11.0,35.0
,30.0,392836.0,53.0,Tier1,Female,4.0,35.0
194.0,49.0,448731.0,40.0,Metro,Male,13.0,30.0
234.0,15.0,5758.0,19.0,Tier1,Male,15.0,30.0
267.0,96.0,119487.0,54.0,Tier1,Male,13.0,22.0
221.0,69.0,33767.0,44.0,Tier2,Female,0.0,23.0
279.0,10.0,447237.0,19.0,Tier1,Male,17.0,41.0
190.0,40.0,289482.0,38.0,Tier2,Male,1.0,39.0
37.0,27.0,249611.0,38.0,Tier1,Female,10.0,12.0
340.0,32.0,381215.0,31.0,Tier2,Female,17.0,2.0
,29.0,479513.0,25.0,Metro,Female,5.0,20.0
112.0,82.0,857805.9986722696,63.0,Metro,Male,18.0,9.0
68.0,33.0,235607.0,58.0,Rural,Female,2.0,23.0
259.0,88.0,166549.0,33.0,Tier1,Female,8.0,19.0
76.0,79.0,63401.0,49.0,Metro,Male,16.0,3.0
20.0,32.0,140540.0,50.0,Tier2,Female,6.0,10.0
263.0,69.0,234330.0,46.0,Metro,Female,0.0,7.0
322.0,43.0,449043.0,49.0,Metro,Female,18.0,19.0
27.0,80.0,257699.0,39.0,Tier2,Male,8.0,30.0
166.0,85.0,47484.0,44.0,Tier1,Male,0.0,37.0
55.0,16.0,143319.0,20.0,Tier1,Female,16.0,27.0
265.0,61.0,333295.0,50.0,Rural,Male,14.0,14.0
124.0,84.0,381426.0,66.0,Tier1,Female,15.0,34.0
42.0,71.0,32890.0,68.0,Tier2,Female,8.0,43.0
246.0,46.0,66353.0,,Tier1,Male,18.0,6.0
338.0,2.0,78990.0,52.0,Rural,Male,14.0,48.0
86.0,59.0,333591.0,41.0,Tier1,Male,10.0,33.0
165.0,25.0,283506.0,52.0,Tier1,Female,13.0,21.0
358.0,6.0,323516.0,18.0,Tier2,Male,7.0,24.0
266.0,65.0,19395.0,62.0,Tier2,Male,18.0,42.0
203.0,80.0,492362.0,36.0,Rural,Male,5.0,26.0
176.0,39.0,54857.0,46.0,Tier1,Female,16.0,28.0
,55.0,236203.0,41.0,Tier2,Male,11.0,22.0
238.0,99.0,291338.0,54.0,Tier2,Male,1.0,31.0
228.0,7.0,197959.0,34.0,Tier1,Female,7.0,17.0
181.0,9.0,177292.0,61.0,Tier2,Female,6.0,18.0
352.0,5.0,84982.0,42.0,Rural,Female,12.0,19.0
230.0,36.0,376864.0,59.0,Metro,Female,5.0,2.0
217.0,45.0,473367.0,45.0,Tier2,Male,0.0,6.0
24.0,79.0,278432.0,35.0,Rural,Female,9.0,11.0
231.0,33.0,56108.0,,Tier1,Female,12.0,48.0
205.0,11.0,274869.0,53.0,Tier1,Female,12.0,38.0
120.0,9.0,,31.0,Tier1,Female,0.0,5.0
,23.0,12641.0,23.0,Metro,Male,0.0,11.0
221.0,17.0,55867.0,36.0,Metro,Female,2.0,3.0
246.0,87.0,72185.0,29.0,Tier2,Female,8.0,4.0
112.0,13.0,279707.0,43.0,Tier2,Female,17.0,5.0
331.0,69.0,319763.7731770318,44.0,Tier2,Female,18.0,49.0
344.0,97.0,3045.0,68.0,Tier2,Female,0.0,2.0
,80.0,184670.0,60.0,Tier1,Male,7.0,10.0
226.0,41.0,343594.0,50.0,Tier1,Female,14.0,24.0
64.0,5.0,461121.0,64.0,Tier2,Female,4.0,19.0
219.0,98.0,402089.0,66.0,Tier1,Male,0.0,42.0
119.0,22.0,,,Tier1,Male,8.0,1.0
55.0,69.0,157858.0,44.0,Tier2,Female,4.0,30.0
307.0,70.0,199209.0,38.0,Tier1,Male,17.0,33.0
255.0,83.0,162956.0,38.0,Tier1,Male,5.0,38.0
123.0,10.0,494668.0,48.0,Tier2,Male,19.0,38.0
68.0,96.0,46827.0,57.0,Metro,Male,7.0,16.0
313.0,39.0,209272.0,48.0,Tier2,Male,18.0,12.0
172.0,37.0,388979.0,28.0,Metro,Male,17.0,28.0
13.0,60.0,303744.0,60.0,Metro,Female,14.0,21.0
158.0,78.0,268824.0,33.0,Metro,Female,14.0,25.0
31.0,9.0,258565.0,58.0,Metro,Male,15.0,8.0
2.0,31.0,307383.0,,Metro,Male,6.0,33.0
361.0,99.0,302504.0,39.0,Rural,Male,7.0,8.0
151.0,1.0,350955.0,53.0,Tier1,Male,3.0,31.0
58.0,4.0,454508.0,37.0,Tier2,Male,7.0,26.0
243.0,94.0,72934.0,34.0,Rural,Female,13.0,20.0
139.0,76.0,447865.0,62.0,Rural,Male,7.0,33.0
55.0,91.0,408330.0,53.0,Tier2,Male,10.0,42.0
110.0,45.0,447933.0,39.0,Tier2,Male,7.0,49.0
5.0,86.0,181519.0,39.0,Tier2,Female,14.0,24.0
44.0,68.0,12105.0,51.0,Tier1,Male,10.0,14.0
121.0,32.0,317264.0,,Metro,Male,1.0,4.0
256.0,99.0,459381.0,54.0,Tier2,Male,7.0,0.0
,96.0,166414.0,25.0,Metro,Female,18.0,23.0
103.0,34.0,345083.0,34.0,Tier1,Female,9.0,34.0
24.0,32.0,276656.0,49.0,Metro,Male,3.0,25.0
14.0,28.0,152506.0,35.0,Rural,Female,2.0,3.0
88.0,31.0,482086.0,37.0,Metro,Female,18.0,9.0
265.0,37.0,,18.0,Rural,Female,16.0,20.0
202.0,75.0,324193.0,37.0,Tier2,Female,19.0,6.0
294.0,61.0,294591.0,28.0,Metro,Male,1.0,22.0
240.0,80.0,13340.0,47.0,Metro,Male,1.0,40.0
11.0,31.0,372110.0,54.0,Tier1,Male,4.0,15.0
309.0,32.0,339185.0,48.0,Tier1,Male,14.0,36.0
26.0,33.0,107491.0,22.0,Tier1,Male,17.0,16.0
27.0,3.0,355782.0,29.0,Metro,Male,6.0,26.0
274.0,2.0,309097.0,42.0,Metro,Female,0.0,29.0
319.0,98.0,175932.0,42.0,Tier1,Female,9.0,22.0
18.0,60.0,146596.0,61.0,Metro,Female,3.0,40.0
100.0,33.0,465872.0,23.0,Metro,Male,11.0,31.0
136.0,78.0,280578.0,40.0,Metro,Female,12.0,19.0
106.0,3.0,210408.0,28.0,Metro,Male,7.0,27.0
,9.0,446847.0,51.0,Rural,Female,19.0,16.0
49.0,12.0,87967.0,55.0,Metro,Female,11.0,28.0
149.0,72.0,269180.0,56.0,Tier1,Female,2.0,8.0
182.0,20.0,475169.0,19.0,Tier2,Female,1.0,41.0
68.0,32.0,230368.0,30.0,Metro,Female,9.0,18.0
199.0,82.0,5231.0,32.0,Tier1,Male,8.0,34.0
270.0,38.0,299927.0,57.0,Metro,Female,19.0,31.0
236.0,86.0,420809.0,18.0,Tier2,Female,12.0,8.0
41.0,19.0,336225.0,25.0,Rural,Female,18.0,4.0
104.0,10.0,167239.0,48.0,Tier2,Female,19.0,44.0
236.0,8.0,407157.0,35.0,Tier1,Female,1.0,48.0
157.0,34.0,141441.0,44.0,Rural,Male,14.0,6.0
68.0,61.0,237217.0,51.0,Rural,Male,17.0,5.0
136.0,66.0,445894.0,68.0,Tier2,Male,18.0,47.0
74.0,29.0,210646.0,65.0,Tier1,Male,2.0,34.0
40.0,89.0,109317.0,47.0,Tier2,Male,3.0,13.0
308.0,19.0,192342.0,51.0,Metro,Female,12.0,3.0
360.0,79.0,75214.0,30.0,Rural,Male,5.0,27.0
234.0,26.0,331473.0,67.0,Metro,Female,17.0,24.0
148.0,40.0,417580.0,54.0,Metro,Male,7.0,8.0
307.0,90.0,326377.0,47.0,Tier2,Male,1.0,17.0
101.0,2.0,465414.0,62.0,Metro,Male,6.0,35.0
153.0,49.0,266028.0,68.0,Tier2,Female,2.0,28.0
64.0,87.0,118622.0,42.0,Metro,Female,8.0,23.0
9.0,21.0,1250703.3612592246,,Tier2,Female,9.0,48.0
199.0,47.0,446174.0,63.0,Metro,Male,1.0,39.0
151.0,60.0,5537.0,50.0,Tier2,Male,15.0,47.0
309.0,22.0,151553.0,56.0,Metro,Male,5.0,33.0
95.0,89.0,424716.0,64.0,Rural,Male,13.0,5.0
161.0,94.0,282648.0,41.0,Tier1,Male,16.0,33.0
138.0,74.0,2373.0,41.0,Metro,Female,13.0,32.0
276.0,96.0,268619.0,22.0,Metro,Male,11.0,41.0
,26.0,312453.0,68.0,Metro,Male,14.0,26.0
